label	okres	value
Moravský Beroun	Olomouc	olomouc/moravsky-beroun
Loket	Sokolov	sokolov/loket
Veverská Bítýška	Brno-venkov	brno-venkov/veverska-bityska
Dobrá	Frýdek-Místek	frydek-mistek/dobra
Klecany	Praha-východ	praha-vychod/klecany
Zruč-Senec	Plzeň-sever	plzen-sever/zruc-senec
Košťany	Teplice	teplice/kostany
Velké Pavlovice	Břeclav	breclav/velke-pavlovice
Zdiby	Praha-východ	praha-vychod/zdiby
Červená Voda	Ústí nad Orlicí	usti-nad-orlici/cervena-voda
Chvaletice	Pardubice	pardubice/chvaletice
Uhlířské Janovice	Kutná Hora	kutna-hora/uhlirske-janovice
Velvary	Kladno	kladno/velvary
Buštěhrad	Kladno	kladno/bustehrad
Zeleneč	Praha-východ	praha-vychod/zelenec
Rtyně v Podkrkonoší	Trutnov	trutnov/rtyne-v-podkrkonosi
Vnorovy	Hodonín	hodonin/vnorovy
Vlčnov	Uherské Hradiště	uherske-hradiste/vlcnov
Volyně	Strakonice	strakonice/volyne
Teplá	Cheb	cheb/tepla
Loštice	Šumperk	sumperk/lostice
Dolní Němčí	Uherské Hradiště	uherske-hradiste/dolni-nemci
Budišov nad Budišovkou	Opava	opava/budisov-nad-budisovkou
Zašová	Vsetín	vsetin/zasova
Kozlovice	Frýdek-Místek	frydek-mistek/kozlovice
Praha-Šeberov	Praha	praha/praha-seberov
Dolní Bojanovice	Hodonín	hodonin/dolni-bojanovice
Žirovnice	Pelhřimov	pelhrimov/zirovnice
Terezín	Litoměřice	litomerice/terezin
Městec Králové	Nymburk	nymburk/mestec-kralove
Vejprty	Chomutov	chomutov/vejprty
Podivín	Břeclav	breclav/podivin
Libušín	Kladno	kladno/libusin
Velká nad Veličkou	Hodonín	hodonin/velka-nad-velickou
Miroslav	Znojmo	znojmo/miroslav
Slušovice	Zlín	zlin/slusovice
Ivanovice na Hané	Vyškov	vyskov/ivanovice-na-hane
Javorník	Jeseník	jesenik/javornik
Lužice	Hodonín	hodonin/luzice
Vrdy	Kutná Hora	kutna-hora/vrdy
Smiřice	Hradec Králové	hradec-kralove/smirice
Morkovice-Slížany	Kroměříž	kromeriz/morkovice-slizany
Kostelec na Hané	Prostějov	prostejov/kostelec-na-hane
Hrádek	Rokycany	rokycany/hradek
Koryčany	Kroměříž	kromeriz/korycany
Vřesina	Ostrava-město	ostrava-mesto/vresina
Hodkovice nad Mohelkou	Liberec	liberec/hodkovice-nad-mohelkou
Křemže	Český Krumlov	cesky-krumlov/kremze
Praha-Újezd	Praha	praha/praha-ujezd
Raspenava	Liberec	liberec/raspenava
Rokytnice nad Jizerou	Semily	semily/rokytnice-nad-jizerou
Jevíčko	Svitavy	svitavy/jevicko
Jáchymov	Karlovy Vary	karlovy-vary/jachymov
Zákupy	Česká Lípa	ceska-lipa/zakupy
Úštěk	Litoměřice	litomerice/ustek
Konice	Prostějov	prostejov/konice
Sedlec-Prčice	Příbram	pribram/sedlec-prcice
Velké Hamry	Jablonec nad Nisou	jablonec-nad-nisou/velke-hamry
Luka nad Jihlavou	Jihlava	jihlava/luka-nad-jihlavou
Jedovnice	Blansko	blansko/jedovnice
Kunštát	Blansko	blansko/kunstat
Střelice	Brno-venkov	brno-venkov/strelice
Velký Týnec	Olomouc	olomouc/velky-tynec
Starý Jičín	Nový Jičín	novy-jicin/stary-jicin
Chotěšov	Plzeň-jih	plzen-jih/chotesov
Čerčany	Benešov	benesov/cercany
Mokrá-Horákov	Brno-venkov	brno-venkov/mokra-horakov
Český Dub	Liberec	liberec/cesky-dub
Hejnice	Liberec	liberec/hejnice
Stará Ves nad Ondřejnicí	Ostrava-město	ostrava-mesto/stara-ves-nad-ondrejnici
Mladá Vožice	Tábor	tabor/mlada-vozice
Průhonice	Praha-západ	praha-zapad/pruhonice
Praha-Běchovice	Praha	praha/praha-bechovice
Rychnov u Jablonce nad Nisou	Jablonec nad Nisou	jablonec-nad-nisou/rychnov-u-jablonce-nad-nisou
Březová	Sokolov	sokolov/brezova
Spálené Poříčí	Plzeň-jih	plzen-jih/spalene-porici
Mikulovice	Jeseník	jesenik/mikulovice
Proboštov	Teplice	teplice/probostov
Nový Hrozenkov	Vsetín	vsetin/novy-hrozenkov
Velké Losiny	Šumperk	sumperk/velke-losiny
Velké Popovice	Praha-východ	praha-vychod/velke-popovice
Golčův Jeníkov	Havlíčkův Brod	havlickuv-brod/golcuv-jenikov
Kelč	Vsetín	vsetin/kelc
Dolany	Olomouc	olomouc/dolany
Karolinka	Vsetín	vsetin/karolinka
Plasy	Plzeň-sever	plzen-sever/plasy
Dolní Bousov	Mladá Boleslav	mlada-boleslav/dolni-bousov
Netolice	Prachatice	prachatice/netolice
Praha-Lipence	Praha	praha/praha-lipence
Nové Sedlo	Sokolov	sokolov/nove-sedlo
Moravská Nová Ves	Břeclav	breclav/moravska-nova-ves
Nové Hrady	České Budějovice	ceske-budejovice/nove-hrady
Suchdol nad Odrou	Nový Jičín	novy-jicin/suchdol-nad-odrou
Ruda nad Moravou	Šumperk	sumperk/ruda-nad-moravou
Dolní Dobrouč	Ústí nad Orlicí	usti-nad-orlici/dolni-dobrouc
Krásné Pole	Ostrava-město	ostrava-mesto/krasne-pole
Ždánice	Hodonín	hodonin/zdanice
Jirny	Praha-východ	praha-vychod/jirny
Dobrá Voda u Českých Budějovic	České Budějovice	ceske-budejovice/dobra-voda-u-ceskych-budejovic
Počátky	Pelhřimov	pelhrimov/pocatky
Meziměstí	Náchod	nachod/mezimesti
Zastávka	Brno-venkov	brno-venkov/zastavka
Hať	Opava	opava/hat
Bohušovice nad Ohří	Litoměřice	litomerice/bohusovice-nad-ohri
Velké Karlovice	Vsetín	vsetin/velke-karlovice
Bohuňovice	Olomouc	olomouc/bohunovice
Vyšší Brod	Český Krumlov	cesky-krumlov/vyssi-brod
Čeladná	Frýdek-Místek	frydek-mistek/celadna
Tlumačov	Zlín	zlin/tlumacov
Luže	Chrudim	chrudim/luze
Neveklov	Benešov	benesov/neveklov
Chabařovice	Ústí nad Labem	usti-nad-labem/chabarovice
Mořkov	Nový Jičín	novy-jicin/morkov
Ořechov	Brno-venkov	brno-venkov/orechov
Tovačov	Přerov	prerov/tovacov
Slavonice	Jindřichův Hradec	jindrichuv-hradec/slavonice
Rudolfov	České Budějovice	ceske-budejovice/rudolfov
Opatovice nad Labem	Pardubice	pardubice/opatovice-nad-labem
Dobšice	Znojmo	znojmo/dobsice
Líně	Plzeň-sever	plzen-sever/line
Čejkovice	Hodonín	hodonin/cejkovice
Žlutice	Karlovy Vary	karlovy-vary/zlutice
Líbeznice	Praha-východ	praha-vychod/libeznice
Zbiroh	Rokycany	rokycany/zbiroh
Šťáhlavy	Plzeň-město	plzen-mesto/stahlavy
Vrané nad Vltavou	Praha-západ	praha-zapad/vrane-nad-vltavou
Moravany	Brno-venkov	brno-venkov/moravany
Černilov	Hradec Králové	hradec-kralove/cernilov
Velké Poříčí	Náchod	nachod/velke-porici
Horní Bečva	Vsetín	vsetin/horni-becva
Strašice	Rokycany	rokycany/strasice
Buchlovice	Uherské Hradiště	uherske-hradiste/buchlovice
Česká Ves	Jeseník	jesenik/ceska-ves
Praha-Dolní Měcholupy	Praha	praha/praha-dolni-mecholupy
Trojanovice	Nový Jičín	novy-jicin/trojanovice
Komárov	Beroun	beroun/komarov
Praha-Satalice	Praha	praha/praha-satalice
Halenkov	Vsetín	vsetin/halenkov
Brno-Bosonohy	Brno-město	brno-mesto/brno-bosonohy
Dolní Kounice	Brno-venkov	brno-venkov/dolni-kounice
Klobouky u Brna	Břeclav	breclav/klobouky-u-brna
Ostravice	Frýdek-Místek	frydek-mistek/ostravice
Chýnov	Tábor	tabor/chynov
Tuchlovice	Kladno	kladno/tuchlovice
Chlumčany	Plzeň-jih	plzen-jih/chlumcany
Studená	Jindřichův Hradec	jindrichuv-hradec/studena
Sobotka	Jičín	jicin/sobotka
Litvínovice	České Budějovice	ceske-budejovice/litvinovice
Ledenice	České Budějovice	ceske-budejovice/ledenice
Hovězí	Vsetín	vsetin/hovezi
Plumlov	Prostějov	prostejov/plumlov
Kryry	Louny	louny/kryry
Drnovice	Vyškov	vyskov/drnovice
Fryčovice	Frýdek-Místek	frydek-mistek/frycovice
Vikýřovice	Šumperk	sumperk/vikyrovice
Horka nad Moravou	Olomouc	olomouc/horka-nad-moravou
Batelov	Jihlava	jihlava/batelov
Lipová-lázně	Jeseník	jesenik/lipova-lazne
Lednice	Břeclav	breclav/lednice
Sokolnice	Brno-venkov	brno-venkov/sokolnice
Nová Včelnice	Jindřichův Hradec	jindrichuv-hradec/nova-vcelnice
Horní Benešov	Bruntál	bruntal/horni-benesov
Kamenný Újezd	České Budějovice	ceske-budejovice/kamenny-ujezd
Chýně	Praha-západ	praha-zapad/chyne
Zlonice	Kladno	kladno/zlonice
Kunčice pod Ondřejníkem	Frýdek-Místek	frydek-mistek/kuncice-pod-ondrejnikem
Obrnice	Most	most/obrnice
Valašská Bystřice	Vsetín	vsetin/valasska-bystrice
Vestec	Praha-západ	praha-zapad/vestec
Nechanice	Hradec Králové	hradec-kralove/nechanice
Praha-Velká Chuchle	Praha	praha/praha-velka-chuchle
Janovice nad Úhlavou	Klatovy	klatovy/janovice-nad-uhlavou
Mladé Buky	Trutnov	trutnov/mlade-buky
Hovorčovice	Praha-východ	praha-vychod/hovorcovice
Stráž nad Nisou	Liberec	liberec/straz-nad-nisou
Dašice	Pardubice	pardubice/dasice
Praha-Dolní Počernice	Praha	praha/praha-dolni-pocernice
Kardašova Řečice	Jindřichův Hradec	jindrichuv-hradec/kardasova-recice
Mukařov	Praha-východ	praha-vychod/mukarov
Jince	Příbram	pribram/jince
Kvasice	Kroměříž	kromeriz/kvasice
Povrly	Ústí nad Labem	usti-nad-labem/povrly
Štítná nad Vláří-Popov	Zlín	zlin/stitna-nad-vlari-popov
Mirošov	Rokycany	rokycany/mirosov
Pozořice	Brno-venkov	brno-venkov/pozorice
Zbůch	Plzeň-sever	plzen-sever/zbuch
Krmelín	Frýdek-Místek	frydek-mistek/krmelin
Všetaty	Mělník	melnik/vsetaty
Velká Hleďsebe	Cheb	cheb/velka-hledsebe
Velký Osek	Kolín	kolin/velky-osek
Huslenky	Vsetín	vsetin/huslenky
Břasy	Rokycany	rokycany/brasy
Velké Březno	Ústí nad Labem	usti-nad-labem/velke-brezno
Horní Bludovice	Karviná	karvina/horni-bludovice
Blučina	Brno-venkov	brno-venkov/blucina
Solnice	Rychnov nad Kněžnou	rychnov-nad-kneznou/solnice
Nehvizdy	Praha-východ	praha-vychod/nehvizdy
Mikulášovice	Děčín	decin/mikulasovice
Prušánky	Hodonín	hodonin/prusanky
Hošťálková	Vsetín	vsetin/hostalkova
Peruc	Louny	louny/peruc
Šardice	Hodonín	hodonin/sardice
Boršice	Uherské Hradiště	uherske-hradiste/borsice
Vacenovice	Hodonín	hodonin/vacenovice
Bělkovice-Lašťany	Olomouc	olomouc/belkovice-lastany
Novosedlice	Teplice	teplice/novosedlice
Velim	Kolín	kolin/velim
Luby	Cheb	cheb/luby
Rudník	Trutnov	trutnov/rudnik
Troubsko	Brno-venkov	brno-venkov/troubsko
Horní Jiřetín	Most	most/horni-jiretin
Hranice	Cheb	cheb/hranice
Rakvice	Břeclav	breclav/rakvice
Milín	Příbram	pribram/milin
Vranovice	Brno-venkov	brno-venkov/vranovice
Kopidlno	Jičín	jicin/kopidlno
Budyně nad Ohří	Litoměřice	litomerice/budyne-nad-ohri
Hovorany	Hodonín	hodonin/hovorany
Horní Planá	Český Krumlov	cesky-krumlov/horni-plana
Strančice	Praha-východ	praha-vychod/strancice
Srubec	České Budějovice	ceske-budejovice/srubec
Proseč	Chrudim	chrudim/prosec
Luštěnice	Mladá Boleslav	mlada-boleslav/lustenice
Tišice	Mělník	melnik/tisice
Moravský Písek	Hodonín	hodonin/moravsky-pisek
Žebrák	Beroun	beroun/zebrak
Rokytnice v Orlických horách	Rychnov nad Kněžnou	rychnov-nad-kneznou/rokytnice-v-orlickych-horach
Zdounky	Kroměříž	kromeriz/zdounky
Borohrádek	Rychnov nad Kněžnou	rychnov-nad-kneznou/borohradek
Svoboda nad Úpou	Trutnov	trutnov/svoboda-nad-upou
Bánov	Uherské Hradiště	uherske-hradiste/banov
Píšť	Opava	opava/pist
Libiš	Mělník	melnik/libis
Šenov u Nového Jičína	Nový Jičín	novy-jicin/senov-u-noveho-jicina
Troubky	Přerov	prerov/troubky
Kobylí	Břeclav	breclav/kobyli
Praha-Štěrboholy	Praha	praha/praha-sterboholy
Staříč	Frýdek-Místek	frydek-mistek/staric
Týnec nad Labem	Kolín	kolin/tynec-nad-labem
Blatnice pod Svatým Antonínkem	Hodonín	hodonin/blatnice-pod-svatym-antoninkem
Okříšky	Třebíč	trebic/okrisky
Ralsko	Česká Lípa	ceska-lipa/ralsko
Hrochův Týnec	Chrudim	chrudim/hrochuv-tynec
Nučice	Praha-západ	praha-zapad/nucice
Město Touškov	Plzeň-sever	plzen-sever/mesto-touskov
Štíty	Šumperk	sumperk/stity
Tvrdonice	Břeclav	breclav/tvrdonice
Stará Paka	Jičín	jicin/stara-paka
Lány	Kladno	kladno/lany
Brodek u Přerova	Přerov	prerov/brodek-u-prerova
Velká Polom	Ostrava-město	ostrava-mesto/velka-polom
Náměšť na Hané	Olomouc	olomouc/namest-na-hane
Chlum u Třeboně	Jindřichův Hradec	jindrichuv-hradec/chlum-u-trebone
Vinařice	Kladno	kladno/vinarice
Lešná	Vsetín	vsetin/lesna
Černá Hora	Blansko	blansko/cerna-hora
Horní Jelení	Pardubice	pardubice/horni-jeleni
Jablůnka	Vsetín	vsetin/jablunka
Hrob	Teplice	teplice/hrob
Polešovice	Uherské Hradiště	uherske-hradiste/polesovice
Nýdek	Frýdek-Místek	frydek-mistek/nydek
Jistebnice	Tábor	tabor/jistebnice
Říčany	Brno-venkov	brno-venkov/ricany
Bochov	Karlovy Vary	karlovy-vary/bochov
Veltrusy	Mělník	melnik/veltrusy
Veřovice	Nový Jičín	novy-jicin/verovice
Plesná	Cheb	cheb/plesna
Hutisko-Solanec	Vsetín	vsetin/hutisko-solanec
Dolní Roveň	Pardubice	pardubice/dolni-roven
Třebenice	Litoměřice	litomerice/trebenice
Němčice nad Hanou	Prostějov	prostejov/nemcice-nad-hanou
Žandov	Česká Lípa	ceska-lipa/zandov
Dolní Újezd	Svitavy	svitavy/dolni-ujezd
Hukvaldy	Frýdek-Místek	frydek-mistek/hukvaldy
Krhová	Vsetín	vsetin/krhova
Nižbor	Beroun	beroun/nizbor
Měřín	Žďár nad Sázavou	zdar-nad-sazavou/merin
Kněžmost	Mladá Boleslav	mlada-boleslav/knezmost
Dlouhá Loučka	Olomouc	olomouc/dlouha-loucka
Smečno	Kladno	kladno/smecno
Dalovice	Karlovy Vary	karlovy-vary/dalovice
Mikulčice	Hodonín	hodonin/mikulcice
Hřebeč	Kladno	kladno/hrebec
Velký Šenov	Děčín	decin/velky-senov
Nový Knín	Příbram	pribram/novy-knin
Lysice	Blansko	blansko/lysice
Šitbořice	Břeclav	breclav/sitborice
Markvartovice	Opava	opava/markvartovice
Václavovice	Ostrava-město	ostrava-mesto/vaclavovice
Jeseník nad Odrou	Nový Jičín	novy-jicin/jesenik-nad-odrou
Slavkov	Opava	opava/slavkov
Kamenice	Jihlava	jihlava/kamenice
Hroznětín	Karlovy Vary	karlovy-vary/hroznetin
Pchery	Kladno	kladno/pchery
Želechovice nad Dřevnicí	Zlín	zlin/zelechovice-nad-drevnici
Pěnčín	Jablonec nad Nisou	jablonec-nad-nisou/pencin
Milotice	Hodonín	hodonin/milotice
Bystřany	Teplice	teplice/bystrany
Hradištko	Praha-západ	praha-zapad/hradistko
Křenovice	Vyškov	vyskov/krenovice
Dolní Bečva	Vsetín	vsetin/dolni-becva
Stonava	Karviná	karvina/stonava
Předměřice nad Labem	Hradec Králové	hradec-kralove/predmerice-nad-labem
Dobronín	Jihlava	jihlava/dobronin
Lhenice	Prachatice	prachatice/lhenice
Skalná	Cheb	cheb/skalna
Troubelice	Olomouc	olomouc/troubelice
Kozmice	Opava	opava/kozmice
Třebovice	Ostrava-město	ostrava-mesto/trebovice
Štěnovice	Plzeň-jih	plzen-jih/stenovice
Štěchovice	Praha-západ	praha-zapad/stechovice
Doudleby nad Orlicí	Rychnov nad Kněžnou	rychnov-nad-kneznou/doudleby-nad-orlici
Křižanov	Žďár nad Sázavou	zdar-nad-sazavou/krizanov
Kunín	Nový Jičín	novy-jicin/kunin
Nová Bělá	Ostrava-město	ostrava-mesto/nova-bela
Chrást	Plzeň-město	plzen-mesto/chrast
Studenec	Semily	semily/studenec
Janovice	Frýdek-Místek	frydek-mistek/janovice
Horní Branná	Semily	semily/horni-branna
Bašť	Praha-východ	praha-vychod/bast
Nelahozeves	Mělník	melnik/nelahozeves
Vroutek	Louny	louny/vroutek
Zásmuky	Kolín	kolin/zasmuky
Brandýsek	Kladno	kladno/brandysek
Plzeň 5-Křimice	Plzeň-město	plzen-mesto/plzen-5-krimice
České Meziříčí	Rychnov nad Kněžnou	rychnov-nad-kneznou/ceske-mezirici
Lužná	Rakovník	rakovnik/luzna
Kouřim	Kolín	kolin/kourim
Halenkovice	Zlín	zlin/halenkovice
Bělotín	Přerov	prerov/belotin
Bělá pod Pradědem	Jeseník	jesenik/bela-pod-pradedem
Malšice	Tábor	tabor/malsice
Kostice	Břeclav	breclav/kostice
Chodová Planá	Tachov	tachov/chodova-plana
Bílovice	Uherské Hradiště	uherske-hradiste/bilovice
Hodonice	Znojmo	znojmo/hodonice
Horní Cerekev	Pelhřimov	pelhrimov/horni-cerekev
Lelekovice	Brno-venkov	brno-venkov/lelekovice
Měnín	Brno-venkov	brno-venkov/menin
Dolní Poustevna	Děčín	decin/dolni-poustevna
Raškovice	Frýdek-Místek	frydek-mistek/raskovice
Ratiboř	Vsetín	vsetin/ratibor
Stěžery	Hradec Králové	hradec-kralove/stezery
Kostomlaty nad Labem	Nymburk	nymburk/kostomlaty-nad-labem
Lidečko	Vsetín	vsetin/lidecko
Štoky	Havlíčkův Brod	havlickuv-brod/stoky
Moravany	Pardubice	pardubice/moravany
Senice na Hané	Olomouc	olomouc/senice-na-hane
Hrádek	Frýdek-Místek	frydek-mistek/hradek
Svitávka	Blansko	blansko/svitavka
Velké Hoštice	Opava	opava/velke-hostice
Rudoltice	Ústí nad Orlicí	usti-nad-orlici/rudoltice
Petřvald	Nový Jičín	novy-jicin/petrvald
Dýšina	Plzeň-město	plzen-mesto/dysina
Červené Pečky	Kolín	kolin/cervene-pecky
Plaňany	Kolín	kolin/planany
Oloví	Sokolov	sokolov/olovi
Plzeň 6-Litice	Plzeň-město	plzen-mesto/plzen-6-litice
Babice	Uherské Hradiště	uherske-hradiste/babice
Písek	Frýdek-Místek	frydek-mistek/pisek
Řepiště	Frýdek-Místek	frydek-mistek/repiste
Lánov	Trutnov	trutnov/lanov
Radnice	Rokycany	rokycany/radnice
Jalubí	Uherské Hradiště	uherske-hradiste/jalubi
Kamenné Žehrovice	Kladno	kladno/kamenne-zehrovice
Heřmanova Huť	Plzeň-sever	plzen-sever/hermanova-hut
Libouchec	Ústí nad Labem	usti-nad-labem/libouchec
Pyšely	Benešov	benesov/pysely
Lomnice nad Lužnicí	Jindřichův Hradec	jindrichuv-hradec/lomnice-nad-luznici
Boršov nad Vltavou	České Budějovice	ceske-budejovice/borsov-nad-vltavou
Bělá nad Radbuzou	Domažlice	domazlice/bela-nad-radbuzou
Chyňava	Beroun	beroun/chynava
Staré Město	Šumperk	sumperk/stare-mesto
Železná Ruda	Klatovy	klatovy/zelezna-ruda
Dubá	Česká Lípa	ceska-lipa/duba
Měšice	Praha-východ	praha-vychod/mesice
Malé Hoštice	Opava	opava/male-hostice
Loděnice	Beroun	beroun/lodenice
Černovice	Pelhřimov	pelhrimov/cernovice
Velké Němčice	Břeclav	breclav/velke-nemcice
Lučany nad Nisou	Jablonec nad Nisou	jablonec-nad-nisou/lucany-nad-nisou
Hrotovice	Třebíč	trebic/hrotovice
Dolní Bukovsko	České Budějovice	ceske-budejovice/dolni-bukovsko
Čebín	Brno-venkov	brno-venkov/cebin
Hustopeče nad Bečvou	Přerov	prerov/hustopece-nad-becvou
Lukov	Zlín	zlin/lukov
Mšené-lázně	Litoměřice	litomerice/msene-lazne
Jablonec nad Jizerou	Semily	semily/jablonec-nad-jizerou
Chotoviny	Tábor	tabor/chotoviny
Bohutín	Příbram	pribram/bohutin
Kájov	Český Krumlov	cesky-krumlov/kajov
Hoštka	Litoměřice	litomerice/hostka
Všestary	Hradec Králové	hradec-kralove/vsestary
Sviadnov	Frýdek-Místek	frydek-mistek/sviadnov
Tichá	Nový Jičín	novy-jicin/ticha
Holubice	Praha-západ	praha-zapad/holubice
Vidče	Vsetín	vsetin/vidce
Hněvotín	Olomouc	olomouc/hnevotin
Dolní Dunajovice	Břeclav	breclav/dolni-dunajovice
Březová nad Svitavou	Svitavy	svitavy/brezova-nad-svitavou
Olšany u Prostějova	Prostějov	prostejov/olsany-u-prostejova
Metylovice	Frýdek-Místek	frydek-mistek/metylovice
Prostřední Bečva	Vsetín	vsetin/prostredni-becva
Hodslavice	Nový Jičín	novy-jicin/hodslavice
Libáň	Jičín	jicin/liban
Šumvald	Olomouc	olomouc/sumvald
Poličná	Vsetín	vsetin/policna
Spytihněv	Zlín	zlin/spytihnev
Pustiměř	Vyškov	vyskov/pustimer
Seč	Chrudim	chrudim/sec
Libchavy	Ústí nad Orlicí	usti-nad-orlici/libchavy
Jesenice	Rakovník	rakovnik/jesenice
Drnholec	Břeclav	breclav/drnholec
Zvole	Praha-západ	praha-zapad/zvole
Švihov	Klatovy	klatovy/svihov
Staré Hradiště	Pardubice	pardubice/stare-hradiste
Vrbátky	Prostějov	prostejov/vrbatky
Zdíkov	Prachatice	prachatice/zdikov
Teplice nad Metují	Náchod	nachod/teplice-nad-metuji
Hostomice	Beroun	beroun/hostomice
Sloupnice	Svitavy	svitavy/sloupnice
Olešnice	Blansko	blansko/olesnice
Ronov nad Doubravou	Chrudim	chrudim/ronov-nad-doubravou
Včelná	České Budějovice	ceske-budejovice/vcelna
Zlechov	Uherské Hradiště	uherske-hradiste/zlechov
Smržice	Prostějov	prostejov/smrzice
Bartošovice	Nový Jičín	novy-jicin/bartosovice
Častolovice	Rychnov nad Kněžnou	rychnov-nad-kneznou/castolovice
Mírová pod Kozákovem	Semily	semily/mirova-pod-kozakovem
Šumice	Uherské Hradiště	uherske-hradiste/sumice
Drahanovice	Olomouc	olomouc/drahanovice
Bohuslavice	Opava	opava/bohuslavice
Vlachovo Březí	Prachatice	prachatice/vlachovo-brezi
Březolupy	Uherské Hradiště	uherske-hradiste/brezolupy
Svatava	Sokolov	sokolov/svatava
Velká Dobrá	Kladno	kladno/velka-dobra
Loučovice	Český Krumlov	cesky-krumlov/loucovice
Brno-Ivanovice	Brno-město	brno-mesto/brno-ivanovice
Košťálov	Semily	semily/kostalov
Plánice	Klatovy	klatovy/planice
Hradec nad Svitavou	Svitavy	svitavy/hradec-nad-svitavou
Křelov-Břuchotín	Olomouc	olomouc/krelov-bruchotin
Cerhenice	Kolín	kolin/cerhenice
Loučná nad Desnou	Šumperk	sumperk/loucna-nad-desnou
Nasavrky	Chrudim	chrudim/nasavrky
Horní Moštěnice	Přerov	prerov/horni-mostenice
Želešice	Brno-venkov	brno-venkov/zelesice
Dříteň	České Budějovice	ceske-budejovice/driten
Tršice	Olomouc	olomouc/trsice
Stařeč	Třebíč	trebic/starec
Hýskov	Beroun	beroun/hyskov
Chvalčov	Kroměříž	kromeriz/chvalcov
Žabčice	Brno-venkov	brno-venkov/zabcice
Velké Heraltice	Opava	opava/velke-heraltice
Rožďalovice	Nymburk	nymburk/rozdalovice
Topolná	Uherské Hradiště	uherske-hradiste/topolna
Divišov	Benešov	benesov/divisov
Starý Kolín	Kolín	kolin/stary-kolin
Hošťálkovice	Ostrava-město	ostrava-mesto/hostalkovice
Libhošť	Nový Jičín	novy-jicin/libhost
Francova Lhota	Vsetín	vsetin/francova-lhota
Poběžovice	Domažlice	domazlice/pobezovice
Šilheřovice	Opava	opava/silherovice
Bystré	Svitavy	svitavy/bystre
Sulice	Praha-východ	praha-vychod/sulice
Ostopovice	Brno-venkov	brno-venkov/ostopovice
Nedakonice	Uherské Hradiště	uherske-hradiste/nedakonice
Vřesina	Opava	opava/vresina
Mirovice	Písek	pisek/mirovice
Bavorov	Strakonice	strakonice/bavorov
Hrušky	Břeclav	breclav/hrusky
Krucemburk	Havlíčkův Brod	havlickuv-brod/krucemburk
Smidary	Hradec Králové	hradec-kralove/smidary
Hazlov	Cheb	cheb/hazlov
Bukovany	Sokolov	sokolov/bukovany
Bečov	Most	most/becov
Všenory	Praha-západ	praha-zapad/vsenory
Kladruby	Tachov	tachov/kladruby
Zborovice	Kroměříž	kromeriz/zborovice
Velemín	Litoměřice	litomerice/velemin
Medlov	Olomouc	olomouc/medlov
Březí	Břeclav	breclav/brezi
Drásov	Brno-venkov	brno-venkov/drasov
Čkyně	Prachatice	prachatice/ckyne
Dub nad Moravou	Olomouc	olomouc/dub-nad-moravou
Přimda	Tachov	tachov/primda
Slatinice	Olomouc	olomouc/slatinice
Jistebník	Nový Jičín	novy-jicin/jistebnik
Želetava	Třebíč	trebic/zeletava
Božice	Znojmo	znojmo/bozice
Hrdějovice	České Budějovice	ceske-budejovice/hrdejovice
Bouzov	Olomouc	olomouc/bouzov
Škvorec	Praha-východ	praha-vychod/skvorec
Mostkovice	Prostějov	prostejov/mostkovice
Malé Svatoňovice	Trutnov	trutnov/male-svatonovice
Žiželice	Kolín	kolin/zizelice
Ropice	Frýdek-Místek	frydek-mistek/ropice
Brodek u Prostějova	Prostějov	prostejov/brodek-u-prostejova
