label	zastKey	okrKey	okres
Havlíčkův Brod	havlickuv-brod	havlickuv-brod	Havlíčkův Brod
Velké Albrechtice	velke-albrechtice	novy-jicin	Nový Jičín
Bordovice	bordovice	novy-jicin	Nový Jičín
Zbyslavice	zbyslavice	ostrava-mesto	Ostrava-město
Bojiště	bojiste	havlickuv-brod	Havlíčkův Brod
Borek	borek	havlickuv-brod	Havlíčkův Brod
Závišice	zavisice	novy-jicin	Nový Jičín
Bernartice nad Odrou	bernartice-nad-odrou	novy-jicin	Nový Jičín
Čachotín	cachotin	havlickuv-brod	Havlíčkův Brod
Česká Bělá	ceska-bela	havlickuv-brod	Havlíčkův Brod
Hostašovice	hostasovice	novy-jicin	Nový Jičín
Číhošť	cihost	havlickuv-brod	Havlíčkův Brod
Dlouhá Ves	dlouha-ves	havlickuv-brod	Havlíčkův Brod
Kunín	kunin	novy-jicin	Nový Jičín
Rybí	rybi	novy-jicin	Nový Jičín
Heřmanice u Oder	hermanice-u-oder	novy-jicin	Nový Jičín
Heřmánky	hermanky	novy-jicin	Nový Jičín
Mankovice	mankovice	novy-jicin	Nový Jičín
Dolní Krupá	dolni-krupa	havlickuv-brod	Havlíčkův Brod
Dolní Město	dolni-mesto	havlickuv-brod	Havlíčkův Brod
Druhanov	druhanov	havlickuv-brod	Havlíčkův Brod
Golčův Jeníkov	golcuv-jenikov	havlickuv-brod	Havlíčkův Brod
Kateřinice	katerinice	novy-jicin	Nový Jičín
Habry	habry	havlickuv-brod	Havlíčkův Brod
Havlíčkova Borová	havlickova-borova	havlickuv-brod	Havlíčkův Brod
Herálec	heralec	havlickuv-brod	Havlíčkův Brod
Mošnov	mosnov	novy-jicin	Nový Jičín
Hněvkovice	hnevkovice	havlickuv-brod	Havlíčkův Brod
Horní Krupá	horni-krupa	havlickuv-brod	Havlíčkův Brod
Skotnice	skotnice	novy-jicin	Nový Jičín
Hradec	hradec	havlickuv-brod	Havlíčkův Brod
Ženklava	zenklava	novy-jicin	Nový Jičín
Albrechtičky	albrechticky	novy-jicin	Nový Jičín
Chotěboř	chotebor	havlickuv-brod	Havlíčkův Brod
Chrtníč	chrtnic	havlickuv-brod	Havlíčkův Brod
Pustějov	pustejov	novy-jicin	Nový Jičín
Jedlá	jedla	havlickuv-brod	Havlíčkův Brod
Soběšovice	sobesovice	frydek-mistek	Frýdek-Místek
Jeřišno	jerisno	havlickuv-brod	Havlíčkův Brod
Pražmo	prazmo	frydek-mistek	Frýdek-Místek
Kámen	kamen	havlickuv-brod	Havlíčkův Brod
Řepiště	repiste	frydek-mistek	Frýdek-Místek
Kamenná Lhota	kamenna-lhota	havlickuv-brod	Havlíčkův Brod
Klokočov	klokocov	havlickuv-brod	Havlíčkův Brod
Doubrava	doubrava	karvina	Karviná
Charváty	charvaty	olomouc	Olomouc
Kojetín	kojetin	havlickuv-brod	Havlíčkův Brod
Kozlov	kozlov	havlickuv-brod	Havlíčkův Brod
Kožlí	kozli	havlickuv-brod	Havlíčkův Brod
Měrotín	merotin	olomouc	Olomouc
Krásná Hora	krasna-hora	havlickuv-brod	Havlíčkův Brod
Krátká Ves	kratka-ves	havlickuv-brod	Havlíčkův Brod
Krucemburk	krucemburk	havlickuv-brod	Havlíčkův Brod
Květinov	kvetinov	havlickuv-brod	Havlíčkův Brod
Vilémov	vilemov	olomouc	Olomouc
Kynice	kynice	havlickuv-brod	Havlíčkův Brod
Ledeč nad Sázavou	ledec-nad-sazavou	havlickuv-brod	Havlíčkův Brod
Leškovice	leskovice	havlickuv-brod	Havlíčkův Brod
Liboš	libos	olomouc	Olomouc
Leština u Světlé	lestina-u-svetle	havlickuv-brod	Havlíčkův Brod
Libice nad Doubravou	libice-nad-doubravou	havlickuv-brod	Havlíčkův Brod
Lípa	lipa	havlickuv-brod	Havlíčkův Brod
Lipnice nad Sázavou	lipnice-nad-sazavou	havlickuv-brod	Havlíčkův Brod
Strukov	strukov	olomouc	Olomouc
Lučice	lucice	havlickuv-brod	Havlíčkův Brod
Malčín	malcin	havlickuv-brod	Havlíčkův Brod
Maleč	malec	havlickuv-brod	Havlíčkův Brod
Moravice	moravice	opava	Opava
Třebom	trebom	opava	Opava
Čavisov	cavisov	ostrava-mesto	Ostrava-město
Modlíkov	modlikov	havlickuv-brod	Havlíčkův Brod
Císařov	cisarov	prerov	Přerov
Křenovice	krenovice	prerov	Přerov
Nová Ves u Leštiny	nova-ves-u-lestiny	havlickuv-brod	Havlíčkův Brod
Nová Ves u Chotěboře	nova-ves-u-chotebore	havlickuv-brod	Havlíčkův Brod
Bohuslávky	bohuslavky	prerov	Přerov
Okrouhlice	okrouhlice	havlickuv-brod	Havlíčkův Brod
Grymov	grymov	prerov	Přerov
Olešenka	olesenka	havlickuv-brod	Havlíčkův Brod
Olešná	olesna	havlickuv-brod	Havlíčkův Brod
Oudoleň	oudolen	havlickuv-brod	Havlíčkův Brod
Ovesná Lhota	ovesna-lhota	havlickuv-brod	Havlíčkův Brod
Pavlov	pavlov	havlickuv-brod	Havlíčkův Brod
Dolní Nětčice	dolni-netcice	prerov	Přerov
Hlinsko	hlinsko	prerov	Přerov
Horní Nětčice	horni-netcice	prerov	Přerov
Kladníky	kladniky	prerov	Přerov
Pohled	pohled	havlickuv-brod	Havlíčkův Brod
Chromeč	chromec	sumperk	Šumperk
Prosíčka	prosicka	havlickuv-brod	Havlíčkův Brod
Přibyslav	pribyslav	havlickuv-brod	Havlíčkův Brod
Ostružná	ostruzna	jesenik	Jeseník
Příseka	priseka	havlickuv-brod	Havlíčkův Brod
Česká Ves	ceska-ves	jesenik	Jeseník
Radostín	radostin	havlickuv-brod	Havlíčkův Brod
Krchleby	krchleby	sumperk	Šumperk
Mírov	mirov	sumperk	Šumperk
Rozsochatec	rozsochatec	havlickuv-brod	Havlíčkův Brod
Rušinov	rusinov	havlickuv-brod	Havlíčkův Brod
Rybníček	rybnicek	havlickuv-brod	Havlíčkův Brod
Sázavka	sazavka	havlickuv-brod	Havlíčkův Brod
Bratrušov	bratrusov	sumperk	Šumperk
Vikýřovice	vikyrovice	sumperk	Šumperk
Velké Kunětice	velke-kunetice	jesenik	Jeseník
Skryje	skryje	havlickuv-brod	Havlíčkův Brod
Skuhrov	skuhrov	havlickuv-brod	Havlíčkův Brod
Slavíkov	slavikov	havlickuv-brod	Havlíčkův Brod
Podolí	podoli	vsetin	Vsetín
Horní Lhota	horni-lhota	ostrava-mesto	Ostrava-město
Sobíňov	sobinov	havlickuv-brod	Havlíčkův Brod
Milotice nad Opavou	milotice-nad-opavou	bruntal	Bruntál
Stříbrné Hory	stribrne-hory	havlickuv-brod	Havlíčkův Brod
Horní Újezd	horni-ujezd	prerov	Přerov
Nové Heřminovy	nove-herminovy	bruntal	Bruntál
Světlá nad Sázavou	svetla-nad-sazavou	havlickuv-brod	Havlíčkův Brod
Oborná	oborna	bruntal	Bruntál
Šlapanov	slapanov	havlickuv-brod	Havlíčkův Brod
Štoky	stoky	havlickuv-brod	Havlíčkův Brod
Býkov-Láryšov	bykov-larysov	bruntal	Bruntál
Tis	tis	havlickuv-brod	Havlíčkův Brod
Trpišovice	trpisovice	havlickuv-brod	Havlíčkův Brod
Sviadnov	sviadnov	frydek-mistek	Frýdek-Místek
Uhelná Příbram	uhelna-pribram	havlickuv-brod	Havlíčkův Brod
Úsobí	usobi	havlickuv-brod	Havlíčkův Brod
Hladké Životice	hladke-zivotice	novy-jicin	Nový Jičín
Vepříkov	veprikov	havlickuv-brod	Havlíčkův Brod
Veselý Žďár	vesely-zdar	havlickuv-brod	Havlíčkův Brod
Věž	vez	havlickuv-brod	Havlíčkův Brod
Věžnice	veznice	havlickuv-brod	Havlíčkův Brod
Vilémov	vilemov	havlickuv-brod	Havlíčkův Brod
Vilémovice	vilemovice	havlickuv-brod	Havlíčkův Brod
Vlkanov	vlkanov	havlickuv-brod	Havlíčkův Brod
Vrchy	vrchy	novy-jicin	Nový Jičín
Trnávka	trnavka	novy-jicin	Nový Jičín
Suchonice	suchonice	olomouc	Olomouc
Ždírec nad Doubravou	zdirec-nad-doubravou	havlickuv-brod	Havlíčkův Brod
Horní Loděnice	horni-lodenice	olomouc	Olomouc
Žižkovo Pole	zizkovo-pole	havlickuv-brod	Havlíčkův Brod
Hradec Králové	hradec-kralove	hradec-kralove	Hradec Králové
Babice	babice	hradec-kralove	Hradec Králové
Barchov	barchov	hradec-kralove	Hradec Králové
Lužice	luzice	olomouc	Olomouc
Běleč nad Orlicí	belec-nad-orlici	hradec-kralove	Hradec Králové
Benátky	benatky	hradec-kralove	Hradec Králové
Blešno	blesno	hradec-kralove	Hradec Králové
Boharyně	boharyne	hradec-kralove	Hradec Králové
Dobroslavice	dobroslavice	opava	Opava
Chvalíkovice	chvalikovice	opava	Opava
Černilov	cernilov	hradec-kralove	Hradec Králové
Černožice	cernozice	hradec-kralove	Hradec Králové
Čistěves	cisteves	hradec-kralove	Hradec Králové
Divec	divec	hradec-kralove	Hradec Králové
Čermná ve Slezsku	cermna-ve-slezsku	opava	Opava
Dobřenice	dobrenice	hradec-kralove	Hradec Králové
Dohalice	dohalice	hradec-kralove	Hradec Králové
Dolní Přím	dolni-prim	hradec-kralove	Hradec Králové
Habřina	habrina	hradec-kralove	Hradec Králové
Hlušice	hlusice	hradec-kralove	Hradec Králové
Hněvčeves	hnevceves	hradec-kralove	Hradec Králové
Holohlavy	holohlavy	hradec-kralove	Hradec Králové
Větřkovice	vetrkovice	opava	Opava
Hořiněves	horineves	hradec-kralove	Hradec Králové
Hrádek	hradek	hradec-kralove	Hradec Králové
Špičky	spicky	prerov	Přerov
Týn nad Bečvou	tyn-nad-becvou	prerov	Přerov
Humburky	humburky	hradec-kralove	Hradec Králové
Vyšehoří	vysehori	sumperk	Šumperk
Chlumec nad Cidlinou	chlumec-nad-cidlinou	hradec-kralove	Hradec Králové
Šléglov	sleglov	sumperk	Šumperk
Chudeřice	chuderice	hradec-kralove	Hradec Králové
Jeníkovice	jenikovice	hradec-kralove	Hradec Králové
Drozdov	drozdov	sumperk	Šumperk
Káranice	karanice	hradec-kralove	Hradec Králové
Klamoš	klamos	hradec-kralove	Hradec Králové
Kosice	kosice	hradec-kralove	Hradec Králové
Kosičky	kosicky	hradec-kralove	Hradec Králové
Králíky	kraliky	hradec-kralove	Hradec Králové
Kratonohy	kratonohy	hradec-kralove	Hradec Králové
Kunčice	kuncice	hradec-kralove	Hradec Králové
Lejšovka	lejsovka	hradec-kralove	Hradec Králové
Lhota pod Libčany	lhota-pod-libcany	hradec-kralove	Hradec Králové
Libčany	libcany	hradec-kralove	Hradec Králové
Libníkovice	libnikovice	hradec-kralove	Hradec Králové
Librantice	librantice	hradec-kralove	Hradec Králové
Libřice	librice	hradec-kralove	Hradec Králové
Stavenice	stavenice	sumperk	Šumperk
Lišice	lisice	hradec-kralove	Hradec Králové
Lodín	lodin	hradec-kralove	Hradec Králové
Lochenice	lochenice	hradec-kralove	Hradec Králové
Lovčice	lovcice	hradec-kralove	Hradec Králové
Zborov	zborov	sumperk	Šumperk
Janová	janova	vsetin	Vsetín
Lužany	luzany	hradec-kralove	Hradec Králové
Lužec nad Cidlinou	luzec-nad-cidlinou	hradec-kralove	Hradec Králové
Ústí	usti	vsetin	Vsetín
Měník	menik	hradec-kralove	Hradec Králové
Mlékosrby	mlekosrby	hradec-kralove	Hradec Králové
Mokrovousy	mokrovousy	hradec-kralove	Hradec Králové
Myštěves	mysteves	hradec-kralove	Hradec Králové
Mžany	mzany	hradec-kralove	Hradec Králové
Neděliště	nedeliste	hradec-kralove	Hradec Králové
Nechanice	nechanice	hradec-kralove	Hradec Králové
Nepolisy	nepolisy	hradec-kralove	Hradec Králové
Nové Město	nove-mesto	hradec-kralove	Hradec Králové
Nový Bydžov	novy-bydzov	hradec-kralove	Hradec Králové
Ohnišťany	ohnistany	hradec-kralove	Hradec Králové
Olešnice	olesnice	hradec-kralove	Hradec Králové
Osice	osice	hradec-kralove	Hradec Králové
Osičky	osicky	hradec-kralove	Hradec Králové
Petrovice	petrovice	hradec-kralove	Hradec Králové
Písek	pisek	hradec-kralove	Hradec Králové
Prasek	prasek	hradec-kralove	Hradec Králové
Praskačka	praskacka	hradec-kralove	Hradec Králové
Předměřice nad Labem	predmerice-nad-labem	hradec-kralove	Hradec Králové
Převýšov	prevysov	hradec-kralove	Hradec Králové
Račice nad Trotinou	racice-nad-trotinou	hradec-kralove	Hradec Králové
Radíkovice	radikovice	hradec-kralove	Hradec Králové
Radostov	radostov	hradec-kralove	Hradec Králové
Roudnice	roudnice	hradec-kralove	Hradec Králové
Prodašice	prodasice	mlada-boleslav	Mladá Boleslav
Ujkovice	ujkovice	mlada-boleslav	Mladá Boleslav
Loukov	loukov	mlada-boleslav	Mladá Boleslav
Bradlec	bradlec	mlada-boleslav	Mladá Boleslav
Sendražice	sendrazice	hradec-kralove	Hradec Králové
Skalice	skalice	hradec-kralove	Hradec Králové
Dalovice	dalovice	mlada-boleslav	Mladá Boleslav
Kosmonosy	kosmonosy	mlada-boleslav	Mladá Boleslav
Skřivany	skrivany	hradec-kralove	Hradec Králové
Vinec	vinec	mlada-boleslav	Mladá Boleslav
Sloupno	sloupno	hradec-kralove	Hradec Králové
Smidary	smidary	hradec-kralove	Hradec Králové
Smiřice	smirice	hradec-kralove	Hradec Králové
Smržov	smrzov	hradec-kralove	Hradec Králové
Obrubce	obrubce	mlada-boleslav	Mladá Boleslav
Sovětice	sovetice	hradec-kralove	Hradec Králové
Stará Voda	stara-voda	hradec-kralove	Hradec Králové
Přepeře	prepere	mlada-boleslav	Mladá Boleslav
Stěžery	stezery	hradec-kralove	Hradec Králové
Dolní Stakory	dolni-stakory	mlada-boleslav	Mladá Boleslav
Stračov	stracov	hradec-kralove	Hradec Králové
Střezetice	strezetice	hradec-kralove	Hradec Králové
Kolomuty	kolomuty	mlada-boleslav	Mladá Boleslav
Tuřice	turice	mlada-boleslav	Mladá Boleslav
Ctiměřice	ctimerice	mlada-boleslav	Mladá Boleslav
Syrovátka	syrovatka	hradec-kralove	Hradec Králové
Šaplava	saplava	hradec-kralove	Hradec Králové
Těchlovice	techlovice	hradec-kralove	Hradec Králové
Pěčice	pecice	mlada-boleslav	Mladá Boleslav
Třebechovice pod Orebem	trebechovice-pod-orebem	hradec-kralove	Hradec Králové
Třesovice	tresovice	hradec-kralove	Hradec Králové
Doubravička	doubravicka	mlada-boleslav	Mladá Boleslav
Kluky	kluky	mlada-boleslav	Mladá Boleslav
Vinary	vinary	hradec-kralove	Hradec Králové
Všestary	vsestary	hradec-kralove	Hradec Králové
Výrava	vyrava	hradec-kralove	Hradec Králové
Vysoká nad Labem	vysoka-nad-labem	hradec-kralove	Hradec Králové
Niměřice	nimerice	mlada-boleslav	Mladá Boleslav
Zachrašťany	zachrastany	hradec-kralove	Hradec Králové
Rokytovec	rokytovec	mlada-boleslav	Mladá Boleslav
Nemyslovice	nemyslovice	mlada-boleslav	Mladá Boleslav
Chrudim	chrudim	chrudim	Chrudim
Kobylnice	kobylnice	mlada-boleslav	Mladá Boleslav
Běstvina	bestvina	chrudim	Chrudim
Bratřínov	bratrinov	praha-zapad	Praha-západ
Bojanov	bojanov	chrudim	Chrudim
Klínec	klinec	praha-zapad	Praha-západ
Bořice	borice	chrudim	Chrudim
Bousov	bousov	chrudim	Chrudim
Bylany	bylany	chrudim	Chrudim
Ctětín	ctetin	chrudim	Chrudim
Kytín	kytin	praha-zapad	Praha-západ
Čankovice	cankovice	chrudim	Chrudim
Zahořany	zahorany	praha-zapad	Praha-západ
České Lhotice	ceske-lhotice	chrudim	Chrudim
Dědová	dedova	chrudim	Chrudim
Roblín	roblin	praha-zapad	Praha-západ
Lichoceves	lichoceves	praha-zapad	Praha-západ
Okoř	okor	praha-zapad	Praha-západ
Svrkyně	svrkyne	praha-zapad	Praha-západ
Úholičky	uholicky	praha-zapad	Praha-západ
Hamry	hamry	chrudim	Chrudim
Heřmanův Městec	hermanuv-mestec	chrudim	Chrudim
Hlinsko	hlinsko	chrudim	Chrudim
Hluboká	hluboka	chrudim	Chrudim
Xaverov	xaverov	benesov	Benešov
Zichovec	zichovec	kladno	Kladno
Vrbičany	vrbicany	kladno	Kladno
Holetín	holetin	chrudim	Chrudim
Honbice	honbice	chrudim	Chrudim
Horka	horka	chrudim	Chrudim
Horní Bradlo	horni-bradlo	chrudim	Chrudim
Hošťalovice	hostalovice	chrudim	Chrudim
Hrochův Týnec	hrochuv-tynec	chrudim	Chrudim
Hroubovice	hroubovice	chrudim	Chrudim
Kutrovice	kutrovice	kladno	Kladno
Neprobylice	neprobylice	kladno	Kladno
Chrast	chrast	chrudim	Chrudim
Chroustovice	chroustovice	chrudim	Chrudim
Líský	lisky	kladno	Kladno
Jenišovice	jenisovice	chrudim	Chrudim
Kameničky	kamenicky	chrudim	Chrudim
Kladno	kladno	chrudim	Chrudim
Zájezd	zajezd	kladno	Kladno
Libovice	libovice	kladno	Kladno
Kočí	koci	chrudim	Chrudim
Kostelec u Heřmanova Městce	kostelec-u-hermanova-mestce	chrudim	Chrudim
Němčice	nemcice	kolin	Kolín
Štíhlice	stihlice	praha-vychod	Praha-východ
Krásné	krasne	chrudim	Chrudim
Krouna	krouna	chrudim	Chrudim
Oplany	oplany	praha-vychod	Praha-východ
Klášterní Skalice	klasterni-skalice	kolin	Kolín
Leština	lestina	usti-nad-orlici	Ústí nad Orlicí
Leštinka	lestinka	chrudim	Chrudim
Kšely	ksely	kolin	Kolín
Libkov	libkov	chrudim	Chrudim
Liboměřice	libomerice	chrudim	Chrudim
Třebonín	trebonin	kutna-hora	Kutná Hora
Lozice	lozice	chrudim	Chrudim
Lukavice	lukavice	chrudim	Chrudim
Luže	luze	chrudim	Chrudim
Libiš	libis	melnik	Mělník
Kozomín	kozomin	melnik	Mělník
Nová Ves u Bakova	nova-ves-u-bakova	mlada-boleslav	Mladá Boleslav
Zdětín	zdetin	mlada-boleslav	Mladá Boleslav
Míčov-Sušice	micov-susice	chrudim	Chrudim
Miřetice	miretice	chrudim	Chrudim
Chudíř	chudir	mlada-boleslav	Mladá Boleslav
Mladoňovice	mladonovice	chrudim	Chrudim
Mukařov	mukarov	mlada-boleslav	Mladá Boleslav
Morašice	morasice	chrudim	Chrudim
Strážiště	straziste	mlada-boleslav	Mladá Boleslav
Nabočany	nabocany	chrudim	Chrudim
Načešice	nacesice	chrudim	Chrudim
Nasavrky	nasavrky	chrudim	Chrudim
Nové Hrady	nove-hrady	usti-nad-orlici	Ústí nad Orlicí
Ptýrov	ptyrov	mlada-boleslav	Mladá Boleslav
Branžež	branzez	mlada-boleslav	Mladá Boleslav
Sudovo Hlavno	sudovo-hlavno	praha-vychod	Praha-východ
Orel	orel	chrudim	Chrudim
Kováň	kovan	mlada-boleslav	Mladá Boleslav
Dobšín	dobsin	mlada-boleslav	Mladá Boleslav
Neveklovice	neveklovice	mlada-boleslav	Mladá Boleslav
Perálec	peralec	chrudim	Chrudim
Kovanec	kovanec	mlada-boleslav	Mladá Boleslav
Vrátno	vratno	mlada-boleslav	Mladá Boleslav
Podhořany u Ronova	podhorany-u-ronova	chrudim	Chrudim
Kyje	kyje	jicin	Jičín
Pokřikov	pokrikov	chrudim	Chrudim
Prachovice	prachovice	chrudim	Chrudim
Proseč	prosec	chrudim	Chrudim
Prosetín	prosetin	chrudim	Chrudim
Předhradí	predhradi	chrudim	Chrudim
Přestavlky	prestavlky	chrudim	Chrudim
Vrbice	vrbice	jicin	Jičín
Kozojedy	kozojedy	jicin	Jičín
Sekeřice	sekerice	jicin	Jičín
Raná	rana	chrudim	Chrudim
Ronov nad Doubravou	ronov-nad-doubravou	chrudim	Chrudim
Rosice	rosice	chrudim	Chrudim
Slavhostice	slavhostice	jicin	Jičín
Želivsko	zelivsko	svitavy	Svitavy
Řepníky	repniky	usti-nad-orlici	Ústí nad Orlicí
Řestoky	restoky	chrudim	Chrudim
Seč	sec	chrudim	Chrudim
Řídký	ridky	svitavy	Svitavy
Skuteč	skutec	chrudim	Chrudim
Březinky	brezinky	svitavy	Svitavy
Slatiňany	slatinany	chrudim	Chrudim
Sobětuchy	sobetuchy	chrudim	Chrudim
Hartinkov	hartinkov	svitavy	Svitavy
Vrážné	vrazne	svitavy	Svitavy
Stradouň	stradoun	usti-nad-orlici	Ústí nad Orlicí
Střemošice	stremosice	chrudim	Chrudim
Studnice	studnice	chrudim	Chrudim
Svídnice	svidnice	chrudim	Chrudim
Svratouch	svratouch	chrudim	Chrudim
Desná	desna	svitavy	Svitavy
Horní Újezd	horni-ujezd	svitavy	Svitavy
Poříčí u Litomyšle	porici-u-litomysle	svitavy	Svitavy
Tisovec	tisovec	chrudim	Chrudim
Trhová Kamenice	trhova-kamenice	chrudim	Chrudim
Trojovice	trojovice	chrudim	Chrudim
Třemošnice	tremosnice	chrudim	Chrudim
Tuněchody	tunechody	chrudim	Chrudim
Nová Ves u Jarošova	nova-ves-u-jarosova	svitavy	Svitavy
Úhřetice	uhretice	chrudim	Chrudim
Vápenný Podol	vapenny-podol	chrudim	Chrudim
Včelákov	vcelakov	chrudim	Chrudim
Vejvanovice	vejvanovice	chrudim	Chrudim
Vinary	vinary	usti-nad-orlici	Ústí nad Orlicí
Vítanov	vitanov	chrudim	Chrudim
Vojtěchov	vojtechov	chrudim	Chrudim
Biskupice	biskupice	svitavy	Svitavy
Vortová	vortova	chrudim	Chrudim
Vrbatův Kostelec	vrbatuv-kostelec	chrudim	Chrudim
Všeradov	vseradov	chrudim	Chrudim
Vysočina	vysocina	chrudim	Chrudim
Banín	banin	svitavy	Svitavy
Zaječice	zajecice	chrudim	Chrudim
Bělá nad Svitavou	bela-nad-svitavou	svitavy	Svitavy
Kukle	kukle	svitavy	Svitavy
Nová Sídla	nova-sidla	svitavy	Svitavy
Tržek	trzek	svitavy	Svitavy
Útěchov	utechov	svitavy	Svitavy
Borušov	borusov	svitavy	Svitavy
Žumberk	zumberk	chrudim	Chrudim
Jičín	jicin	jicin	Jičín
Bašnice	basnice	jicin	Jičín
Běchary	bechary	jicin	Jičín
Dětřichov u Moravské Třebové	detrichov-u-moravske-trebove	svitavy	Svitavy
Hradec nad Svitavou	hradec-nad-svitavou	svitavy	Svitavy
Boháňka	bohanka	jicin	Jičín
Javorník	javornik	svitavy	Svitavy
Opatovec	opatovec	svitavy	Svitavy
Chmelík	chmelik	svitavy	Svitavy
Karle	karle	svitavy	Svitavy
Tetín	tetin	jicin	Jičín
Chrtníky	chrtniky	pardubice	Pardubice
Bystřice	bystrice	jicin	Jičín
Cerekvice nad Bystřicí	cerekvice-nad-bystrici	jicin	Jičín
Časy	casy	pardubice	Pardubice
Malé Výkleky	male-vykleky	pardubice	Pardubice
Češov	cesov	jicin	Jičín
Dětenice	detenice	jicin	Jičín
Dobrá Voda u Hořic	dobra-voda-u-horic	jicin	Jičín
Lány u Dašic	lany-u-dasic	pardubice	Pardubice
Pravy	pravy	pardubice	Pardubice
Křičeň	kricen	pardubice	Pardubice
Němčice	nemcice	pardubice	Pardubice
Újezd u Sezemic	ujezd-u-sezemic	pardubice	Pardubice
Černá u Bohdanče	cerna-u-bohdance	pardubice	Pardubice
Holín	holin	jicin	Jičín
Holovousy	holovousy	jicin	Jičín
Hořice	horice	jicin	Jičín
Stéblová	steblova	pardubice	Pardubice
Plch	plch	pardubice	Pardubice
Podůlšany	podulsany	pardubice	Pardubice
Chomutice	chomutice	jicin	Jičín
Dubany	dubany	pardubice	Pardubice
Třebosice	trebosice	pardubice	Pardubice
Jeřice	jerice	jicin	Jičín
Jičíněves	jicineves	jicin	Jičín
Holotín	holotin	pardubice	Pardubice
Sovolusky	sovolusky	pardubice	Pardubice
Morašice	morasice	pardubice	Pardubice
Kněžnice	kneznice	jicin	Jičín
Konecchlumí	konecchlumi	jicin	Jičín
Kopidlno	kopidlno	jicin	Jičín
Neratov	neratov	pardubice	Pardubice
Lískovice	liskovice	jicin	Jičín
Lázně Bělohrad	lazne-belohrad	jicin	Jičín
Libáň	liban	jicin	Jičín
Libošovice	libosovice	jicin	Jičín
Libuň	libun	jicin	Jičín
Starý Bydžov	stary-bydzov	hradec-kralove	Hradec Králové
Lukavec u Hořic	lukavec-u-horic	jicin	Jičín
Lužany	luzany	jicin	Jičín
Markvartice	markvartice	jicin	Jičín
Miletín	miletin	jicin	Jičín
Zelenecká Lhota	zelenecka-lhota	jicin	Jičín
Sadová	sadova	hradec-kralove	Hradec Králové
Mladějov	mladejov	jicin	Jičín
Mlázovice	mlazovice	jicin	Jičín
Rohoznice	rohoznice	jicin	Jičín
Nemyčeves	nemyceves	jicin	Jičín
Nová Paka	nova-paka	jicin	Jičín
Šárovcova Lhota	sarovcova-lhota	jicin	Jičín
Osek	osek	jicin	Jičín
Ostroměř	ostromer	jicin	Jičín
Ostružno	ostruzno	jicin	Jičín
Pecka	pecka	jicin	Jičín
Svatojanský Újezd	svatojansky-ujezd	jicin	Jičín
Podhorní Újezd a Vojice	podhorni-ujezd-a-vojice	jicin	Jičín
Podhradí	podhradi	jicin	Jičín
Dřevěnice	drevenice	jicin	Jičín
