label	zastKey	okrKey	okres
Boudy	boudy	pisek	Písek
Svor	svor	ceska-lipa	Česká Lípa
Minice	minice	pisek	Písek
Nerestce	nerestce	pisek	Písek
Zvíkovské Podhradí	zvikovske-podhradi	pisek	Písek
Velenice	velenice	ceska-lipa	Česká Lípa
Křenovice	krenovice	pisek	Písek
Olešná	olesna	pisek	Písek
Velký Valtinov	velky-valtinov	ceska-lipa	Česká Lípa
Varvažov	varvazov	pisek	Písek
Volfartice	volfartice	ceska-lipa	Česká Lípa
Vrchovany	vrchovany	ceska-lipa	Česká Lípa
Zahrádky	zahradky	ceska-lipa	Česká Lípa
Paseky	paseky	pisek	Písek
Zákupy	zakupy	ceska-lipa	Česká Lípa
Temešvár	temesvar	pisek	Písek
Vojníkov	vojnikov	pisek	Písek
Žandov	zandov	ceska-lipa	Česká Lípa
Dolní Novosedly	dolni-novosedly	pisek	Písek
Horní Slatina	horni-slatina	jindrichuv-hradec	Jindřichův Hradec
Třebětice	trebetice	jindrichuv-hradec	Jindřichův Hradec
Děčín	decin	decin	Děčín
Arnoltice	arnoltice	decin	Děčín
Benešov nad Ploučnicí	benesov-nad-ploucnici	decin	Děčín
Nová Ves nad Lužnicí	nova-ves-nad-luznici	jindrichuv-hradec	Jindřichův Hradec
Staňkov	stankov	jindrichuv-hradec	Jindřichův Hradec
Hamr	hamr	jindrichuv-hradec	Jindřichův Hradec
Česká Kamenice	ceska-kamenice	decin	Děčín
Dobkovice	dobkovice	decin	Děčín
Dobrohošť	dobrohost	jindrichuv-hradec	Jindřichův Hradec
Županovice	zupanovice	jindrichuv-hradec	Jindřichův Hradec
Dolní Podluží	dolni-podluzi	decin	Děčín
Dolní Poustevna	dolni-poustevna	decin	Děčín
Polště	polste	jindrichuv-hradec	Jindřichův Hradec
Dolní Pěna	dolni-pena	jindrichuv-hradec	Jindřichův Hradec
Okrouhlá Radouň	okrouhla-radoun	jindrichuv-hradec	Jindřichův Hradec
Heřmanov	hermanov	decin	Děčín
Kačlehy	kaclehy	jindrichuv-hradec	Jindřichův Hradec
Horní Podluží	horni-podluzi	decin	Děčín
Hřensko	hrensko	decin	Děčín
Huntířov	huntirov	decin	Děčín
Chřibská	chribska	decin	Děčín
Bednárec	bednarec	jindrichuv-hradec	Jindřichův Hradec
Jetřichovice	jetrichovice	decin	Děčín
Jílové	jilove	decin	Děčín
Jiřetín pod Jedlovou	jiretin-pod-jedlovou	decin	Děčín
Jiříkov	jirikov	decin	Děčín
Velký Ratmírov	velky-ratmirov	jindrichuv-hradec	Jindřichův Hradec
Dolní Žďár	dolni-zdar	jindrichuv-hradec	Jindřichův Hradec
Krásná Lípa	krasna-lipa	decin	Děčín
Vydří	vydri	jindrichuv-hradec	Jindřichův Hradec
Frahelž	frahelz	jindrichuv-hradec	Jindřichův Hradec
Kytlice	kytlice	decin	Děčín
Ponědrážka	ponedrazka	jindrichuv-hradec	Jindřichův Hradec
Lipová	lipova	decin	Děčín
Ponědraž	ponedraz	jindrichuv-hradec	Jindřichův Hradec
Klec	klec	jindrichuv-hradec	Jindřichův Hradec
Hadravova Rosička	hadravova-rosicka	jindrichuv-hradec	Jindřichův Hradec
Malá Veleň	mala-velen	decin	Děčín
Malšovice	malsovice	decin	Děčín
Báňovice	banovice	jindrichuv-hradec	Jindřichův Hradec
Nová Olešná	nova-olesna	jindrichuv-hradec	Jindřichův Hradec
Bořetín	boretin	jindrichuv-hradec	Jindřichův Hradec
Mikulášovice	mikulasovice	decin	Děčín
Jilem	jilem	jindrichuv-hradec	Jindřichův Hradec
Rumburk	rumburk	decin	Děčín
Horní Němčice	horni-nemcice	jindrichuv-hradec	Jindřichův Hradec
Rybniště	rybniste	decin	Děčín
Halámky	halamky	jindrichuv-hradec	Jindřichův Hradec
Dunajovice	dunajovice	jindrichuv-hradec	Jindřichův Hradec
Staré Křečany	stare-krecany	decin	Děčín
Hrachoviště	hrachoviste	jindrichuv-hradec	Jindřichův Hradec
Domanín	domanin	jindrichuv-hradec	Jindřichův Hradec
Šluknov	sluknov	decin	Děčín
Mažice	mazice	tabor	Tábor
Valkeřice	valkerice	decin	Děčín
Varnsdorf	varnsdorf	decin	Děčín
Velká Bukovina	velka-bukovina	decin	Děčín
Hodonice	hodonice	tabor	Tábor
Velký Šenov	velky-senov	decin	Děčín
Verneřice	vernerice	decin	Děčín
Veselé	vesele	decin	Děčín
Vilémov	vilemov	decin	Děčín
Košín	kosin	tabor	Tábor
Jedlany	jedlany	tabor	Tábor
Chomutov	chomutov	chomutov	Chomutov
Bílence	bilence	chomutov	Chomutov
Blatno	blatno	chomutov	Chomutov
Boleboř	bolebor	chomutov	Chomutov
Březno	brezno	chomutov	Chomutov
Černovice	cernovice	chomutov	Chomutov
Krtov	krtov	tabor	Tábor
Domašín	domasin	chomutov	Chomutov
Droužkovice	drouzkovice	chomutov	Chomutov
Hora Svatého Šebestiána	hora-svateho-sebestiana	chomutov	Chomutov
Hrušovany	hrusovany	chomutov	Chomutov
Chbany	chbany	chomutov	Chomutov
Jirkov	jirkov	chomutov	Chomutov
Kadaň	kadan	chomutov	Chomutov
Kalek	kalek	chomutov	Chomutov
Klášterec nad Ohří	klasterec-nad-ohri	chomutov	Chomutov
Kovářská	kovarska	chomutov	Chomutov
Chrbonín	chrbonin	tabor	Tábor
Třebějice	trebejice	tabor	Tábor
Křimov	krimov	chomutov	Chomutov
Svrabov	svrabov	tabor	Tábor
Libědice	libedice	chomutov	Chomutov
Radimovice u Tábora	radimovice-u-tabora	tabor	Tábor
Málkov	malkov	chomutov	Chomutov
Mašťov	mastov	chomutov	Chomutov
Měděnec	medenec	chomutov	Chomutov
Meziříčí	mezirici	tabor	Tábor
Místo	misto	chomutov	Chomutov
Balkova Lhota	balkova-lhota	tabor	Tábor
Okounov	okounov	chomutov	Chomutov
Otvice	otvice	chomutov	Chomutov
Perštejn	perstejn	chomutov	Chomutov
Pětipsy	petipsy	chomutov	Chomutov
Drhovice	drhovice	tabor	Tábor
Kryštofovy Hamry	krystofovy-hamry	chomutov	Chomutov
Radonice	radonice	chomutov	Chomutov
Rokle	rokle	chomutov	Chomutov
Spořice	sporice	chomutov	Chomutov
Strupčice	strupcice	chomutov	Chomutov
Bečice	becice	tabor	Tábor
Psárov	psarov	tabor	Tábor
Údlice	udlice	chomutov	Chomutov
Vejprty	vejprty	chomutov	Chomutov
Veliká Ves	velika-ves	chomutov	Chomutov
Vilémov	vilemov	chomutov	Chomutov
Vlčeves	vlceves	tabor	Tábor
Nová Ves u Mladé Vožice	nova-ves-u-mlade-vozice	tabor	Tábor
Vrskmaň	vrskman	chomutov	Chomutov
Všehrdy	vsehrdy	chomutov	Chomutov
Všestudy	vsestudy	chomutov	Chomutov
Výsluní	vysluni	chomutov	Chomutov
Vysoká Pec	vysoka-pec	chomutov	Chomutov
Jablonec nad Nisou	jablonec-nad-nisou	jablonec-nad-nisou	Jablonec nad Nisou
Albrechtice v Jizerských horách	albrechtice-v-jizerskych-horach	jablonec-nad-nisou	Jablonec nad Nisou
Bedřichov	bedrichov	jablonec-nad-nisou	Jablonec nad Nisou
Libějice	libejice	tabor	Tábor
Desná	desna	jablonec-nad-nisou	Jablonec nad Nisou
Držkov	drzkov	jablonec-nad-nisou	Jablonec nad Nisou
Frýdštejn	frydstejn	jablonec-nad-nisou	Jablonec nad Nisou
Lom	lom	tabor	Tábor
Janov nad Nisou	janov-nad-nisou	jablonec-nad-nisou	Jablonec nad Nisou
Jenišovice	jenisovice	jablonec-nad-nisou	Jablonec nad Nisou
Jílové u Držkova	jilove-u-drzkova	jablonec-nad-nisou	Jablonec nad Nisou
Haškovcova Lhota	haskovcova-lhota	tabor	Tábor
Josefův Důl	josefuv-dul	jablonec-nad-nisou	Jablonec nad Nisou
Koberovy	koberovy	jablonec-nad-nisou	Jablonec nad Nisou
Dlouhá Lhota	dlouha-lhota	tabor	Tábor
Kořenov	korenov	jablonec-nad-nisou	Jablonec nad Nisou
Líšný	lisny	jablonec-nad-nisou	Jablonec nad Nisou
Loužnice	louznice	jablonec-nad-nisou	Jablonec nad Nisou
Lučany nad Nisou	lucany-nad-nisou	jablonec-nad-nisou	Jablonec nad Nisou
Malá Skála	mala-skala	jablonec-nad-nisou	Jablonec nad Nisou
Maršovice	marsovice	jablonec-nad-nisou	Jablonec nad Nisou
Černýšovice	cernysovice	tabor	Tábor
Nová Ves nad Nisou	nova-ves-nad-nisou	jablonec-nad-nisou	Jablonec nad Nisou
Pěnčín	pencin	jablonec-nad-nisou	Jablonec nad Nisou
Plavy	plavy	jablonec-nad-nisou	Jablonec nad Nisou
Drahov	drahov	tabor	Tábor
Radčice	radcice	jablonec-nad-nisou	Jablonec nad Nisou
Rádlo	radlo	jablonec-nad-nisou	Jablonec nad Nisou
Rychnov u Jablonce nad Nisou	rychnov-u-jablonce-nad-nisou	jablonec-nad-nisou	Jablonec nad Nisou
Skuhrov	skuhrov	jablonec-nad-nisou	Jablonec nad Nisou
Smržovka	smrzovka	jablonec-nad-nisou	Jablonec nad Nisou
Tanvald	tanvald	jablonec-nad-nisou	Jablonec nad Nisou
Velké Hamry	velke-hamry	jablonec-nad-nisou	Jablonec nad Nisou
Vlastiboř	vlastibor	jablonec-nad-nisou	Jablonec nad Nisou
Zásada	zasada	jablonec-nad-nisou	Jablonec nad Nisou
Zlatá Olešnice	zlata-olesnice	jablonec-nad-nisou	Jablonec nad Nisou
Železný Brod	zelezny-brod	jablonec-nad-nisou	Jablonec nad Nisou
Liberec	liberec	liberec	Liberec
Žíšov	zisov	tabor	Tábor
Bílá	bila	liberec	Liberec
Bílý Kostel nad Nisou	bily-kostel-nad-nisou	liberec	Liberec
Zadní Střítež	zadni-stritez	tabor	Tábor
Bulovka	bulovka	liberec	Liberec
Cetenov	cetenov	liberec	Liberec
Únice	unice	strakonice	Strakonice
Český Dub	cesky-dub	liberec	Liberec
Kubova Huť	kubova-hut	prachatice	Prachatice
Klenovice	klenovice	tabor	Tábor
Dolní Řasnice	dolni-rasnice	liberec	Liberec
Frýdlant	frydlant	liberec	Liberec
Habartice	habartice	liberec	Liberec
Hejnice	hejnice	liberec	Liberec
Hlavice	hlavice	liberec	Liberec
Hodkovice nad Mohelkou	hodkovice-nad-mohelkou	liberec	Liberec
Horní Řasnice	horni-rasnice	liberec	Liberec
Poštovice	postovice	kladno	Kladno
Hrádek nad Nisou	hradek-nad-nisou	liberec	Liberec
Chotyně	chotyne	liberec	Liberec
Chrastava	chrastava	liberec	Liberec
Plchov	plchov	kladno	Kladno
Jindřichovice pod Smrkem	jindrichovice-pod-smrkem	liberec	Liberec
Kobyly	kobyly	liberec	Liberec
Libochovičky	libochovicky	kladno	Kladno
Krásný Les	krasny-les	liberec	Liberec
Kryštofovo Údolí	krystofovo-udoli	liberec	Liberec
Křižany	krizany	liberec	Liberec
Páleč	palec	kladno	Kladno
Lázně Libverda	lazne-libverda	liberec	Liberec
Počaply	pocaply	pribram	Příbram
Nestrašovice	nestrasovice	pribram	Příbram
Mníšek	mnisek	liberec	Liberec
Chrást	chrast	pribram	Příbram
Horčápsko	horcapsko	pribram	Příbram
Nové Město pod Smrkem	nove-mesto-pod-smrkem	liberec	Liberec
Svojšice	svojsice	pribram	Příbram
Oldřichov v Hájích	oldrichov-v-hajich	liberec	Liberec
Osečná	osecna	liberec	Liberec
Pěnčín	pencin	liberec	Liberec
Pertoltice	pertoltice	liberec	Liberec
Zbenice	zbenice	pribram	Příbram
Županovice	zupanovice	pribram	Příbram
Lazsko	lazsko	pribram	Příbram
Příšovice	prisovice	liberec	Liberec
Vrančice	vrancice	pribram	Příbram
Raspenava	raspenava	liberec	Liberec
Radětice	radetice	pribram	Příbram
Rynoltice	rynoltice	liberec	Liberec
Soběslavice	sobeslavice	liberec	Liberec
Cetyně	cetyne	pribram	Příbram
Světlá pod Ještědem	svetla-pod-jestedem	liberec	Liberec
Svijanský Újezd	svijansky-ujezd	liberec	Liberec
Svijany	svijany	liberec	Liberec
Sychrov	sychrov	liberec	Liberec
Šimonovice	simonovice	liberec	Liberec
Narysov	narysov	pribram	Příbram
Podlesí	podlesi	pribram	Příbram
Višňová	visnova	liberec	Liberec
Dubno	dubno	pribram	Příbram
Vlastibořice	vlastiborice	liberec	Liberec
Nepomuk	nepomuk	pribram	Příbram
Všelibice	vselibice	liberec	Liberec
Zdislava	zdislava	liberec	Liberec
Bohostice	bohostice	pribram	Příbram
Litoměřice	litomerice	litomerice	Litoměřice
Bechlín	bechlin	litomerice	Litoměřice
Starosedlský Hrádek	starosedlsky-hradek	pribram	Příbram
Bohušovice nad Ohří	bohusovice-nad-ohri	litomerice	Litoměřice
Hlubyně	hlubyne	pribram	Příbram
Brňany	brnany	litomerice	Litoměřice
Brozany nad Ohří	brozany-nad-ohri	litomerice	Litoměřice
Sedlice	sedlice	pribram	Příbram
Bříza	briza	litomerice	Litoměřice
Budyně nad Ohří	budyne-nad-ohri	litomerice	Litoměřice
Bukovany	bukovany	pribram	Příbram
Ctiněves	ctineves	litomerice	Litoměřice
Drahobudice	drahobudice	kolin	Kolín
Černiv	cerniv	litomerice	Litoměřice
Masojedy	masojedy	kolin	Kolín
Čížkovice	cizkovice	litomerice	Litoměřice
Děčany	decany	litomerice	Litoměřice
Dlažkovice	dlazkovice	litomerice	Litoměřice
Dobříň	dobrin	litomerice	Litoměřice
Doksany	doksany	litomerice	Litoměřice
Konojedy	konojedy	praha-vychod	Praha-východ
Drahobuz	drahobuz	litomerice	Litoměřice
Prusice	prusice	praha-vychod	Praha-východ
Výžerky	vyzerky	praha-vychod	Praha-východ
Hradešín	hradesin	kolin	Kolín
Dušníky	dusniky	litomerice	Litoměřice
Vrátkov	vratkov	kolin	Kolín
Evaň	evan	litomerice	Litoměřice
Hlinná	hlinna	litomerice	Litoměřice
Horní Beřkovice	horni-berkovice	litomerice	Litoměřice
Březí	brezi	praha-vychod	Praha-východ
Hoštka	hostka	litomerice	Litoměřice
Doubek	doubek	praha-vychod	Praha-východ
Hrobce	hrobce	litomerice	Litoměřice
Nupaky	nupaky	praha-vychod	Praha-východ
Herink	herink	praha-vychod	Praha-východ
Chodouny	chodouny	litomerice	Litoměřice
Chodovlice	chodovlice	litomerice	Litoměřice
Chotěšov	chotesov	litomerice	Litoměřice
Chotiměř	chotimer	litomerice	Litoměřice
Chotiněves	chotineves	litomerice	Litoměřice
Káraný	karany	praha-vychod	Praha-východ
Květnice	kvetnice	praha-vychod	Praha-východ
Křenice	krenice	praha-vychod	Praha-východ
Dobročovice	dobrocovice	praha-vychod	Praha-východ
Keblice	keblice	litomerice	Litoměřice
Klapý	klapy	litomerice	Litoměřice
Kleneč	klenec	litomerice	Litoměřice
Břežany	brezany	rakovnik	Rakovník
Kostomlaty pod Řípem	kostomlaty-pod-ripem	litomerice	Litoměřice
Krabčice	krabcice	litomerice	Litoměřice
Křesín	kresin	litomerice	Litoměřice
Křešice	kresice	litomerice	Litoměřice
Kyškovice	kyskovice	litomerice	Litoměřice
Levín	levin	litomerice	Litoměřice
Lhotka nad Labem	lhotka-nad-labem	litomerice	Litoměřice
Liběšice	libesice	litomerice	Litoměřice
Všesulov	vsesulov	rakovnik	Rakovník
Libkovice pod Řípem	libkovice-pod-ripem	litomerice	Litoměřice
Libochovany	libochovany	litomerice	Litoměřice
Libochovice	libochovice	litomerice	Litoměřice
Libotenice	libotenice	litomerice	Litoměřice
Děkov	dekov	rakovnik	Rakovník
Kolešov	kolesov	rakovnik	Rakovník
Hracholusky	hracholusky	rakovnik	Rakovník
Lovečkovice	loveckovice	litomerice	Litoměřice
Lovosice	lovosice	litomerice	Litoměřice
Lukavec	lukavec	litomerice	Litoměřice
Malé Žernoseky	male-zernoseky	litomerice	Litoměřice
Martiněves	martineves	litomerice	Litoměřice
Přílepy	prilepy	rakovnik	Rakovník
Janov	janov	rakovnik	Rakovník
Karlova Ves	karlova-ves	rakovnik	Rakovník
Mlékojedy	mlekojedy	litomerice	Litoměřice
Mnetěš	mnetes	litomerice	Litoměřice
Mšené-lázně	msene-lazne	litomerice	Litoměřice
Švihov	svihov	rakovnik	Rakovník
Hvozd	hvozd	rakovnik	Rakovník
Nové Dvory	nove-dvory	litomerice	Litoměřice
Krakov	krakov	rakovnik	Rakovník
Krakovec	krakovec	rakovnik	Rakovník
Malinová	malinova	rakovnik	Rakovník
Kozojedy	kozojedy	rakovnik	Rakovník
Ploskovice	ploskovice	litomerice	Litoměřice
Smilovice	smilovice	rakovnik	Rakovník
Podsedice	podsedice	litomerice	Litoměřice
Bdín	bdin	rakovnik	Rakovník
Polepy	polepy	litomerice	Litoměřice
Kalivody	kalivody	rakovnik	Rakovník
Prackovice nad Labem	prackovice-nad-labem	litomerice	Litoměřice
Milý	mily	rakovnik	Rakovník
Přestavlky	prestavlky	litomerice	Litoměřice
Račice	racice	litomerice	Litoměřice
Račiněves	racineves	litomerice	Litoměřice
Řeřichy	rerichy	rakovnik	Rakovník
Václavy	vaclavy	rakovnik	Rakovník
Radovesice	radovesice	litomerice	Litoměřice
Sovínky	sovinky	mlada-boleslav	Mladá Boleslav
Rochov	rochov	litomerice	Litoměřice
Roudnice nad Labem	roudnice-nad-labem	litomerice	Litoměřice
Lipník	lipnik	mlada-boleslav	Mladá Boleslav
Vlkava	vlkava	mlada-boleslav	Mladá Boleslav
Plužná	pluzna	mlada-boleslav	Mladá Boleslav
Siřejovice	sirejovice	litomerice	Litoměřice
Slatina	slatina	litomerice	Litoměřice
Snědovice	snedovice	litomerice	Litoměřice
Vinařice	vinarice	mlada-boleslav	Mladá Boleslav
Rohatsko	rohatsko	mlada-boleslav	Mladá Boleslav
Mečeříž	meceriz	mlada-boleslav	Mladá Boleslav
Rabakov	rabakov	mlada-boleslav	Mladá Boleslav
Řitonice	ritonice	mlada-boleslav	Mladá Boleslav
Straškov-Vodochody	straskov-vodochody	litomerice	Litoměřice
Sulejovice	sulejovice	litomerice	Litoměřice
Štětí	steti	litomerice	Litoměřice
Terezín	terezin	litomerice	Litoměřice
Veselice	veselice	mlada-boleslav	Mladá Boleslav
Hrušov	hrusov	mlada-boleslav	Mladá Boleslav
Travčice	travcice	litomerice	Litoměřice
Bílá Hlína	bila-hlina	mlada-boleslav	Mladá Boleslav
Třebenice	trebenice	litomerice	Litoměřice
Třebívlice	trebivlice	litomerice	Litoměřice
Charvatce	charvatce	mlada-boleslav	Mladá Boleslav
Třebušín	trebusin	litomerice	Litoměřice
Úpohlavy	upohlavy	litomerice	Litoměřice
Úštěk	ustek	litomerice	Litoměřice
Mohelnice nad Jizerou	mohelnice-nad-jizerou	mlada-boleslav	Mladá Boleslav
Vědomice	vedomice	litomerice	Litoměřice
Velemín	velemin	litomerice	Litoměřice
Velké Žernoseky	velke-zernoseky	litomerice	Litoměřice
Vchynice	vchynice	litomerice	Litoměřice
Vlastislav	vlastislav	litomerice	Litoměřice
Vražkov	vrazkov	litomerice	Litoměřice
Vrbice	vrbice	litomerice	Litoměřice
Vrbičany	vrbicany	litomerice	Litoměřice
Vrutice	vrutice	litomerice	Litoměřice
Sudoměř	sudomer	mlada-boleslav	Mladá Boleslav
Žabovřesky nad Ohří	zabovresky-nad-ohri	litomerice	Litoměřice
Žalhostice	zalhostice	litomerice	Litoměřice
Židovice	zidovice	litomerice	Litoměřice
Žitenice	zitenice	litomerice	Litoměřice
Louny	louny	louny	Louny
Hlavenec	hlavenec	praha-vychod	Praha-východ
Bitozeves	bitozeves	louny	Louny
Blatno	blatno	louny	Louny
Blažim	blazim	louny	Louny
Blšany	blsany	louny	Louny
Jizerní Vtelno	jizerni-vtelno	mlada-boleslav	Mladá Boleslav
Košátky	kosatky	mlada-boleslav	Mladá Boleslav
Vřeskovice	vreskovice	klatovy	Klatovy
Břvany	brvany	louny	Louny
Všekary	vsekary	plzen-jih	Plzeň-jih
Čečovice	cecovice	plzen-jih	Plzeň-jih
Černovice	cernovice	plzen-jih	Plzeň-jih
Štichov	stichov	plzen-jih	Plzeň-jih
Deštnice	destnice	louny	Louny
Brnířov	brnirov	domazlice	Domažlice
Kanice	kanice	domazlice	Domažlice
Domoušice	domousice	louny	Louny
Úboč	uboc	domazlice	Domažlice
Hradiště	hradiste	domazlice	Domažlice
Holedeč	holedec	louny	Louny
Hříškov	hriskov	louny	Louny
Otov	otov	domazlice	Domažlice
Hřivice	hrivice	louny	Louny
Chlumčany	chlumcany	louny	Louny
Chožov	chozov	louny	Louny
Vlkanov	vlkanov	domazlice	Domažlice
Hora Svatého Václava	hora-svateho-vaclava	domazlice	Domažlice
Koštice	kostice	louny	Louny
Mnichov	mnichov	domazlice	Domažlice
Krásný Dvůr	krasny-dvur	louny	Louny
Kryry	kryry	louny	Louny
Lenešice	lenesice	louny	Louny
Hvožďany	hvozdany	domazlice	Domažlice
Libčeves	libceves	louny	Louny
Liběšice	libesice	louny	Louny
Poděvousy	podevousy	domazlice	Domažlice
Pelechy	pelechy	domazlice	Domažlice
Libořice	liborice	louny	Louny
Hlince	hlince	plzen-sever	Plzeň-sever
Lipno	lipno	louny	Louny
Lišany	lisany	louny	Louny
Líté	lite	plzen-sever	Plzeň-sever
Lubenec	lubenec	louny	Louny
Loza	loza	plzen-sever	Plzeň-sever
Měcholupy	mecholupy	louny	Louny
Lochousice	lochousice	plzen-sever	Plzeň-sever
Bohy	bohy	plzen-sever	Plzeň-sever
Brodeslavy	brodeslavy	plzen-sever	Plzeň-sever
Všehrdy	vsehrdy	plzen-sever	Plzeň-sever
Nepomyšl	nepomysl	louny	Louny
Nové Sedlo	nove-sedlo	louny	Louny
Očihov	ocihov	louny	Louny
Panenský Týnec	panensky-tynec	louny	Louny
Myslinka	myslinka	plzen-sever	Plzeň-sever
Peruc	peruc	louny	Louny
Petrohrad	petrohrad	louny	Louny
Pnětluky	pnetluky	louny	Louny
Počedělice	pocedelice	louny	Louny
Újezd nade Mží	ujezd-nade-mzi	plzen-sever	Plzeň-sever
Podbořanský Rohozec	podboransky-rohozec	louny	Louny
Podbořany	podborany	louny	Louny
Postoloprty	postoloprty	louny	Louny
Černíkovice	cernikovice	plzen-sever	Plzeň-sever
Hlohovčice	hlohovcice	domazlice	Domažlice
Raná	rana	louny	Louny
Ročov	rocov	louny	Louny
Vrbice	vrbice	karlovy-vary	Karlovy Vary
Dražovice	drazovice	klatovy	Klatovy
Vlčí	vlci	plzen-jih	Plzeň-jih
Borovno	borovno	plzen-jih	Plzeň-jih
Slavětín	slavetin	louny	Louny
Smolnice	smolnice	louny	Louny
Holovousy	holovousy	plzen-sever	Plzeň-sever
Slatina	slatina	plzen-sever	Plzeň-sever
Bdeněves	bdeneves	plzen-sever	Plzeň-sever
Blažim	blazim	plzen-sever	Plzeň-sever
Pastuchovice	pastuchovice	plzen-sever	Plzeň-sever
Všenice	vsenice	rokycany	Rokycany
Terešov	teresov	rokycany	Rokycany
Kamenec	kamenec	rokycany	Rokycany
Toužetín	touzetin	louny	Louny
Němčovice	nemcovice	rokycany	Rokycany
Skomelno	skomelno	rokycany	Rokycany
Tuchořice	tuchorice	louny	Louny
Plískov	pliskov	rokycany	Rokycany
Velemyšleves	velemysleves	louny	Louny
Olbramov	olbramov	tachov	Tachov
Veltěže	velteze	louny	Louny
Růžová	ruzova	decin	Děčín
Vinařice	vinarice	louny	Louny
Vrbno nad Lesy	vrbno-nad-lesy	louny	Louny
Vroutek	vroutek	louny	Louny
Raková	rakova	rokycany	Rokycany
Výškov	vyskov	louny	Louny
Výrov	vyrov	plzen-sever	Plzeň-sever
Zbrašín	zbrasin	louny	Louny
Žatec	zatec	louny	Louny
Ostrovec-Lhotka	ostrovec-lhotka	rokycany	Rokycany
Lhota pod Radčem	lhota-pod-radcem	rokycany	Rokycany
Žiželice	zizelice	louny	Louny
Most	most	most	Most
Bečov	becov	most	Most
Bělušice	belusice	most	Most
Braňany	branany	most	Most
Brandov	brandov	most	Most
Příšov	prisov	plzen-sever	Plzeň-sever
Český Jiřetín	cesky-jiretin	most	Most
Havraň	havran	most	Most
Hora Svaté Kateřiny	hora-svate-kateriny	most	Most
Horní Jiřetín	horni-jiretin	most	Most
Klíny	kliny	most	Most
Korozluky	korozluky	most	Most
Lišnice	lisnice	most	Most
Litvínov	litvinov	most	Most
Lom	lom	most	Most
Louka u Litvínova	louka-u-litvinova	most	Most
Lužice	luzice	most	Most
Malé Březno	male-brezno	most	Most
Mariánské Radčice	marianske-radcice	most	Most
Meziboří	mezibori	most	Most
Nová Ves v Horách	nova-ves-v-horach	most	Most
Obrnice	obrnice	most	Most
Patokryje	patokryje	most	Most
Polerady	polerady	most	Most
Skršín	skrsin	most	Most
Želenice	zelenice	most	Most
Teplice	teplice	teplice	Teplice
Bílina	bilina	teplice	Teplice
Bořislav	borislav	teplice	Teplice
Bystřany	bystrany	teplice	Teplice
Bžany	bzany	teplice	Teplice
Dubí	dubi	teplice	Teplice
Duchcov	duchcov	teplice	Teplice
Háj u Duchcova	haj-u-duchcova	teplice	Teplice
Hostomice	hostomice	teplice	Teplice
Hrob	hrob	teplice	Teplice
Hrobčice	hrobcice	teplice	Teplice
Jeníkov	jenikov	teplice	Teplice
Kladruby	kladruby	teplice	Teplice
Kostomlaty pod Milešovkou	kostomlaty-pod-milesovkou	teplice	Teplice
Košťany	kostany	teplice	Teplice
Krupka	krupka	teplice	Teplice
Lahošť	lahost	teplice	Teplice
Ledvice	ledvice	teplice	Teplice
Měrunice	merunice	teplice	Teplice
Mikulov	mikulov	teplice	Teplice
Modlany	modlany	teplice	Teplice
Moldava	moldava	teplice	Teplice
Novosedlice	novosedlice	teplice	Teplice
Ohníč	ohnic	teplice	Teplice
Osek	osek	teplice	Teplice
Proboštov	probostov	teplice	Teplice
Rtyně nad Bílinou	rtyne-nad-bilinou	teplice	Teplice
Srbice	srbice	teplice	Teplice
Světec	svetec	teplice	Teplice
Újezdeček	ujezdecek	teplice	Teplice
Zabrušany	zabrusany	teplice	Teplice
Žalany	zalany	teplice	Teplice
Žim	zim	teplice	Teplice
Ústí nad Labem-město	usti-nad-labem-mesto	usti-nad-labem	Ústí nad Labem
Dolní Zálezly	dolni-zalezly	usti-nad-labem	Ústí nad Labem
Habrovany	habrovany	usti-nad-labem	Ústí nad Labem
Homole u Panny	homole-u-panny	usti-nad-labem	Ústí nad Labem
Chabařovice	chabarovice	usti-nad-labem	Ústí nad Labem
Chlumec	chlumec	usti-nad-labem	Ústí nad Labem
Chuderov	chuderov	usti-nad-labem	Ústí nad Labem
Libouchec	libouchec	usti-nad-labem	Ústí nad Labem
Malé Březno	male-brezno	usti-nad-labem	Ústí nad Labem
Malečov	malecov	usti-nad-labem	Ústí nad Labem
Petrovice	petrovice	usti-nad-labem	Ústí nad Labem
Povrly	povrly	usti-nad-labem	Ústí nad Labem
Žermanice	zermanice	frydek-mistek	Frýdek-Místek
Kružberk	kruzberk	opava	Opava
Staré Těchanovice	stare-techanovice	opava	Opava
Řehlovice	rehlovice	usti-nad-labem	Ústí nad Labem
Hať	hat	opava	Opava
Darkovice	darkovice	opava	Opava
Děhylov	dehylov	opava	Opava
Vřesina	vresina	opava	Opava
Budišovice	budisovice	opava	Opava
Mikolajice	mikolajice	opava	Opava
Tašov	tasov	usti-nad-labem	Ústí nad Labem
Telnice	telnice	usti-nad-labem	Ústí nad Labem
Tisá	tisa	usti-nad-labem	Ústí nad Labem
Radkov	radkov	opava	Opava
Štáblovice	stablovice	opava	Opava
Uhlířov	uhlirov	opava	Opava
Velké Březno	velke-brezno	usti-nad-labem	Ústí nad Labem
Hlubočec	hlubocec	opava	Opava
Rohov	rohov	opava	Opava
Zubrnice	zubrnice	usti-nad-labem	Ústí nad Labem
Doloplazy	doloplazy	olomouc	Olomouc
Slatina	slatina	novy-jicin	Nový Jičín
