label	value
Týn nad Vltavou, okr. České Budějovice	ceske-budejovice/tyn-nad-vltavou
Vigantice, okr. Vsetín	vsetin/vigantice
Včelná, okr. České Budějovice	ceske-budejovice/vcelna
Zašová, okr. Vsetín	vsetin/zasova
Zděchov, okr. Vsetín	vsetin/zdechov
Zubří, okr. Vsetín	vsetin/zubri
Vrábče, okr. České Budějovice	ceske-budejovice/vrabce
Domašov nad Bystřicí, okr. Olomouc	olomouc/domasov-nad-bystrici
Všemyslice, okr. České Budějovice	ceske-budejovice/vsemyslice
Skalička, okr. Brno-venkov	brno-venkov/skalicka
Kožichovice, okr. Třebíč	trebic/kozichovice
Záboří, okr. České Budějovice	ceske-budejovice/zabori
Velký Karlov, okr. Znojmo	znojmo/velky-karlov
Zliv, okr. České Budějovice	ceske-budejovice/zliv
Žabovřesky, okr. České Budějovice	ceske-budejovice/zabovresky
Žár, okr. České Budějovice	ceske-budejovice/zar
Žimutice, okr. České Budějovice	ceske-budejovice/zimutice
Český Krumlov, okr. Český Krumlov	cesky-krumlov/cesky-krumlov
Benešov nad Černou, okr. Český Krumlov	cesky-krumlov/benesov-nad-cernou
Besednice, okr. Český Krumlov	cesky-krumlov/besednice
Brloh, okr. Český Krumlov	cesky-krumlov/brloh
Bujanov, okr. Český Krumlov	cesky-krumlov/bujanov
Černá v Pošumaví, okr. Český Krumlov	cesky-krumlov/cerna-v-posumavi
Dolní Dvořiště, okr. Český Krumlov	cesky-krumlov/dolni-dvoriste
Dolní Třebonín, okr. Český Krumlov	cesky-krumlov/dolni-trebonin
Frymburk, okr. Český Krumlov	cesky-krumlov/frymburk
Holubov, okr. Český Krumlov	cesky-krumlov/holubov
Horní Dvořiště, okr. Český Krumlov	cesky-krumlov/horni-dvoriste
Horní Planá, okr. Český Krumlov	cesky-krumlov/horni-plana
Hořice na Šumavě, okr. Český Krumlov	cesky-krumlov/horice-na-sumave
Starý Šachov, okr. Děčín	decin/stary-sachov
Chvalšiny, okr. Český Krumlov	cesky-krumlov/chvalsiny
Kájov, okr. Český Krumlov	cesky-krumlov/kajov
Kaplice, okr. Český Krumlov	cesky-krumlov/kaplice
Křemže, okr. Český Krumlov	cesky-krumlov/kremze
Lipno nad Vltavou, okr. Český Krumlov	cesky-krumlov/lipno-nad-vltavou
Loučovice, okr. Český Krumlov	cesky-krumlov/loucovice
Malonty, okr. Český Krumlov	cesky-krumlov/malonty
Mirkovice, okr. Český Krumlov	cesky-krumlov/mirkovice
Netřebice, okr. Český Krumlov	cesky-krumlov/netrebice
Omlenice, okr. Český Krumlov	cesky-krumlov/omlenice
Markvartice, okr. Děčín	decin/markvartice
Pohorská Ves, okr. Český Krumlov	cesky-krumlov/pohorska-ves
Lobendava, okr. Děčín	decin/lobendava
Přední Výtoň, okr. Český Krumlov	cesky-krumlov/predni-vyton
Přídolí, okr. Český Krumlov	cesky-krumlov/pridoli
Přísečná, okr. Český Krumlov	cesky-krumlov/prisecna
Rožmberk nad Vltavou, okr. Český Krumlov	cesky-krumlov/rozmberk-nad-vltavou
Rožmitál na Šumavě, okr. Český Krumlov	cesky-krumlov/rozmital-na-sumave
Dobrná, okr. Děčín	decin/dobrna
Merboltice, okr. Děčín	decin/merboltice
Soběnov, okr. Český Krumlov	cesky-krumlov/sobenov
Světlík, okr. Český Krumlov	cesky-krumlov/svetlik
Velešín, okr. Český Krumlov	cesky-krumlov/velesin
Větřní, okr. Český Krumlov	cesky-krumlov/vetrni
Vyšší Brod, okr. Český Krumlov	cesky-krumlov/vyssi-brod
Dolní Habartice, okr. Děčín	decin/dolni-habartice
Zlatá Koruna, okr. Český Krumlov	cesky-krumlov/zlata-koruna
Zubčice, okr. Český Krumlov	cesky-krumlov/zubcice
Jindřichův Hradec, okr. Jindřichův Hradec	jindrichuv-hradec/jindrichuv-hradec
Františkov nad Ploučnicí, okr. Děčín	decin/frantiskov-nad-ploucnici
Borová Lada, okr. Prachatice	prachatice/borova-lada
Moravská Ostrava a Přívoz, okr. Ostrava-město	ostrava-mesto/moravska-ostrava-a-privoz
Horní Habartice, okr. Děčín	decin/horni-habartice
Lažany, okr. Liberec	liberec/lazany
Paceřice, okr. Liberec	liberec/pacerice
Plzeň 1, okr. Plzeň-město	plzen-mesto/plzen-1
Plzeň 2-Slovany, okr. Plzeň-město	plzen-mesto/plzen-2-slovany
Černousy, okr. Liberec	liberec/cernousy
Plzeň 3, okr. Plzeň-město	plzen-mesto/plzen-3
Jimlín, okr. Louny	louny/jimlin
Budeč, okr. Jindřichův Hradec	jindrichuv-hradec/budec
Budíškovice, okr. Jindřichův Hradec	jindrichuv-hradec/budiskovice
Slezská Ostrava, okr. Ostrava-město	ostrava-mesto/slezska-ostrava
Cizkrajov, okr. Jindřichův Hradec	jindrichuv-hradec/cizkrajov
Pesvice, okr. Chomutov	chomutov/pesvice
Račetice, okr. Chomutov	chomutov/racetice
České Velenice, okr. Jindřichův Hradec	jindrichuv-hradec/ceske-velenice
Český Rudolec, okr. Jindřichův Hradec	jindrichuv-hradec/cesky-rudolec
Číměř, okr. Jindřichův Hradec	jindrichuv-hradec/cimer
Dačice, okr. Jindřichův Hradec	jindrichuv-hradec/dacice
Ostrava-Jih, okr. Ostrava-město	ostrava-mesto/ostrava-jih
Dešná, okr. Jindřichův Hradec	jindrichuv-hradec/desna
Deštná, okr. Jindřichův Hradec	jindrichuv-hradec/destna
Nezabylice, okr. Chomutov	chomutov/nezabylice
Úherce, okr. Louny	louny/uherce
Ryjice, okr. Ústí nad Labem	usti-nad-labem/ryjice
Bačkov, okr. Havlíčkův Brod	havlickuv-brod/backov
Plzeň 4, okr. Plzeň-město	plzen-mesto/plzen-4
Jitkov, okr. Havlíčkův Brod	havlickuv-brod/jitkov
Poruba, okr. Ostrava-město	ostrava-mesto/poruba
Kozly, okr. Česká Lípa	ceska-lipa/kozly
Kvítkov, okr. Česká Lípa	ceska-lipa/kvitkov
Tuhaň, okr. Česká Lípa	ceska-lipa/tuhan
Slunečná, okr. Česká Lípa	ceska-lipa/slunecna
Svojkov, okr. Česká Lípa	ceska-lipa/svojkov
Hatín, okr. Jindřichův Hradec	jindrichuv-hradec/hatin
Heřmaneč, okr. Jindřichův Hradec	jindrichuv-hradec/hermanec
Kunratice, okr. Děčín	decin/kunratice
Srbská Kamenice, okr. Děčín	decin/srbska-kamenice
Horní Pěna, okr. Jindřichův Hradec	jindrichuv-hradec/horni-pena
Buková, okr. Plzeň-jih	plzen-jih/bukova
Horní Radouň, okr. Jindřichův Hradec	jindrichuv-hradec/horni-radoun
Míšov, okr. Plzeň-jih	plzen-jih/misov
Hospříz, okr. Jindřichův Hradec	jindrichuv-hradec/hospriz
Úherce, okr. Plzeň-sever	plzen-sever/uherce
Chraberce, okr. Louny	louny/chraberce
Volevčice, okr. Most	most/volevcice
Hříšice, okr. Jindřichův Hradec	jindrichuv-hradec/hrisice
Kámen, okr. Děčín	decin/kamen
Chlum u Třeboně, okr. Jindřichův Hradec	jindrichuv-hradec/chlum-u-trebone
Litíč, okr. Trutnov	trutnov/litic
Sirá, okr. Rokycany	rokycany/sira
Ludvíkovice, okr. Děčín	decin/ludvikovice
Jarošov nad Nežárkou, okr. Jindřichův Hradec	jindrichuv-hradec/jarosov-nad-nezarkou
Loučná pod Klínovcem, okr. Chomutov	chomutov/loucna-pod-klinovcem
Těškov, okr. Rokycany	rokycany/teskov
Týček, okr. Rokycany	rokycany/tycek
Kardašova Řečice, okr. Jindřichův Hradec	jindrichuv-hradec/kardasova-recice
Újezd u Svatého Kříže, okr. Rokycany	rokycany/ujezd-u-svateho-krize
Pulečný, okr. Jablonec nad Nisou	jablonec-nad-nisou/pulecny
Jiřetín pod Bukovou, okr. Jablonec nad Nisou	jablonec-nad-nisou/jiretin-pod-bukovou
Nová Ves, okr. Liberec	liberec/nova-ves
Dětřichov, okr. Liberec	liberec/detrichov
Kunžak, okr. Jindřichův Hradec	jindrichuv-hradec/kunzak
Lásenice, okr. Jindřichův Hradec	jindrichuv-hradec/lasenice
Bílý Potok, okr. Liberec	liberec/bily-potok
Janův Důl, okr. Liberec	liberec/januv-dul
Lodhéřov, okr. Jindřichův Hradec	jindrichuv-hradec/lodherov
Lomnice nad Lužnicí, okr. Jindřichův Hradec	jindrichuv-hradec/lomnice-nad-luznici
Lkáň, okr. Litoměřice	litomerice/lkan
Majdalena, okr. Jindřichův Hradec	jindrichuv-hradec/majdalena
Sedlec, okr. Litoměřice	litomerice/sedlec
Brzánky, okr. Litoměřice	litomerice/brzanky
Horní Řepčice, okr. Litoměřice	litomerice/horni-repcice
Kamýk, okr. Litoměřice	litomerice/kamyk
Býčkovice, okr. Litoměřice	litomerice/byckovice
Nová Bystřice, okr. Jindřichův Hradec	jindrichuv-hradec/nova-bystrice
Nová Včelnice, okr. Jindřichův Hradec	jindrichuv-hradec/nova-vcelnice
Chudoslavice, okr. Litoměřice	litomerice/chudoslavice
Staňkovice, okr. Litoměřice	litomerice/stankovice
Novosedly nad Nežárkou, okr. Jindřichův Hradec	jindrichuv-hradec/novosedly-nad-nezarkou
Černěves, okr. Litoměřice	litomerice/cerneves
Dobroměřice, okr. Louny	louny/dobromerice
Líšťany, okr. Louny	louny/listany
Vršovice, okr. Louny	louny/vrsovice
Brodec, okr. Louny	louny/brodec
Lukov, okr. Teplice	teplice/lukov
Písečné, okr. Jindřichův Hradec	jindrichuv-hradec/pisecne
Stebno, okr. Ústí nad Labem	usti-nad-labem/stebno
Okřešice, okr. Třebíč	trebic/okresice
Dobšice, okr. Znojmo	znojmo/dobsice
Nová Pláň, okr. Bruntál	bruntal/nova-plan
Pluhův Žďár, okr. Jindřichův Hradec	jindrichuv-hradec/pluhuv-zdar
Hraničné Petrovice, okr. Olomouc	olomouc/hranicne-petrovice
Bílov, okr. Nový Jičín	novy-jicin/bilov
Popelín, okr. Jindřichův Hradec	jindrichuv-hradec/popelin
Životice u Nového Jičína, okr. Nový Jičín	novy-jicin/zivotice-u-noveho-jicina
Střeň, okr. Olomouc	olomouc/stren
Bystrovany, okr. Olomouc	olomouc/bystrovany
Praha 11, okr. Praha	praha/praha-11
Praha-Kunratice, okr. Praha	praha/praha-kunratice
Praha-Libuš, okr. Praha	praha/praha-libus
Rapšach, okr. Jindřichův Hradec	jindrichuv-hradec/rapsach
Samotišky, okr. Olomouc	olomouc/samotisky
Rodvínov, okr. Jindřichův Hradec	jindrichuv-hradec/rodvinov
Mutkov, okr. Olomouc	olomouc/mutkov
Praha 12, okr. Praha	praha/praha-12
Praha-Velká Chuchle, okr. Praha	praha/praha-velka-chuchle
Komárov, okr. Olomouc	olomouc/komarov
Svatoňovice, okr. Opava	opava/svatonovice
Praha-Lysolaje, okr. Praha	praha/praha-lysolaje
Praha-Nebušice, okr. Praha	praha/praha-nebusice
Slavonice, okr. Jindřichův Hradec	jindrichuv-hradec/slavonice
Praha 17, okr. Praha	praha/praha-17
Kozmice, okr. Opava	opava/kozmice
Jezdkovice, okr. Opava	opava/jezdkovice
Staré Hobzí, okr. Jindřichův Hradec	jindrichuv-hradec/stare-hobzi
Staré Město pod Landštejnem, okr. Jindřichův Hradec	jindrichuv-hradec/stare-mesto-pod-landstejnem
Stráž nad Nežárkou, okr. Jindřichův Hradec	jindrichuv-hradec/straz-nad-nezarkou
Strmilov, okr. Jindřichův Hradec	jindrichuv-hradec/strmilov
Stříbřec, okr. Jindřichův Hradec	jindrichuv-hradec/stribrec
Švábov, okr. Jihlava	jihlava/svabov
Studená, okr. Jindřichův Hradec	jindrichuv-hradec/studena
Praha-Suchdol, okr. Praha	praha/praha-suchdol
Suchdol nad Lužnicí, okr. Jindřichův Hradec	jindrichuv-hradec/suchdol-nad-luznici
Praha-Ďáblice, okr. Praha	praha/praha-dablice
Praha-Dolní Chabry, okr. Praha	praha/praha-dolni-chabry
Praha-Čakovice, okr. Praha	praha/praha-cakovice
Praha-Troja, okr. Praha	praha/praha-troja
Třeboň, okr. Jindřichův Hradec	jindrichuv-hradec/trebon
Praha 19, okr. Praha	praha/praha-19
Praha 14, okr. Praha	praha/praha-14
Praha-Dolní Měcholupy, okr. Praha	praha/praha-dolni-mecholupy
Praha 15, okr. Praha	praha/praha-15
Praha-Petrovice, okr. Praha	praha/praha-petrovice
Praha-Štěrboholy, okr. Praha	praha/praha-sterboholy
Praha 18, okr. Praha	praha/praha-18
Vlkoš, okr. Přerov	prerov/vlkos
Volfířov, okr. Jindřichův Hradec	jindrichuv-hradec/volfirov
Výkleky, okr. Přerov	prerov/vykleky
Zahrádky, okr. Jindřichův Hradec	jindrichuv-hradec/zahradky
Paseky nad Jizerou, okr. Semily	semily/paseky-nad-jizerou
Ktová, okr. Semily	semily/ktova
Pelhřimov, okr. Pelhřimov	pelhrimov/pelhrimov
Zábeštní Lhota, okr. Přerov	prerov/zabestni-lhota
Hořenice, okr. Náchod	nachod/horenice
Bohdalín, okr. Pelhřimov	pelhrimov/bohdalin
Vestec, okr. Náchod	nachod/vestec
Božejov, okr. Pelhřimov	pelhrimov/bozejov
Bratřice, okr. Pelhřimov	pelhrimov/bratrice
Budíkov, okr. Pelhřimov	pelhrimov/budikov
Velké Poříčí, okr. Náchod	nachod/velke-porici
Šestajovice, okr. Náchod	nachod/sestajovice
Cetoraz, okr. Pelhřimov	pelhrimov/cetoraz
Čáslavsko, okr. Pelhřimov	pelhrimov/caslavsko
Libchyně, okr. Náchod	nachod/libchyne
Častrov, okr. Pelhřimov	pelhrimov/castrov
Sendraž, okr. Náchod	nachod/sendraz
Čejov, okr. Pelhřimov	pelhrimov/cejov
Vernéřovice, okr. Náchod	nachod/vernerovice
Bukovice, okr. Náchod	nachod/bukovice
Černovice, okr. Pelhřimov	pelhrimov/cernovice
Červená Řečice, okr. Pelhřimov	pelhrimov/cervena-recice
Adršpach, okr. Náchod	nachod/adrspach
Hodonín, okr. Chrudim	chrudim/hodonin
Rozhovice, okr. Chrudim	chrudim/rozhovice
Jeníkov, okr. Chrudim	chrudim/jenikov
Křižanovice, okr. Chrudim	chrudim/krizanovice
Licibořice, okr. Chrudim	chrudim/liciborice
Vyžice, okr. Chrudim	chrudim/vyzice
Zájezdec, okr. Chrudim	chrudim/zajezdec
Bor u Skutče, okr. Chrudim	chrudim/bor-u-skutce
Lipovec, okr. Chrudim	chrudim/lipovec
Hojanovice, okr. Pelhřimov	pelhrimov/hojanovice
Stolany, okr. Chrudim	chrudim/stolany
Rybník, okr. Ústí nad Orlicí	usti-nad-orlici/rybnik
Horní Cerekev, okr. Pelhřimov	pelhrimov/horni-cerekev
Trpík, okr. Ústí nad Orlicí	usti-nad-orlici/trpik
Horní Ves, okr. Pelhřimov	pelhrimov/horni-ves
Hořepník, okr. Pelhřimov	pelhrimov/horepnik
Hořice, okr. Pelhřimov	pelhrimov/horice
Sobkovice, okr. Ústí nad Orlicí	usti-nad-orlici/sobkovice
Hrádek, okr. Ústí nad Orlicí	usti-nad-orlici/hradek
Albrechtice, okr. Ústí nad Orlicí	usti-nad-orlici/albrechtice
Humpolec, okr. Pelhřimov	pelhrimov/humpolec
Bošín, okr. Ústí nad Orlicí	usti-nad-orlici/bosin
Dlouhá Třebová, okr. Ústí nad Orlicí	usti-nad-orlici/dlouha-trebova
Vračovice-Orlov, okr. Ústí nad Orlicí	usti-nad-orlici/vracovice-orlov
Dlouhoňovice, okr. Ústí nad Orlicí	usti-nad-orlici/dlouhonovice
Helvíkovice, okr. Ústí nad Orlicí	usti-nad-orlici/helvikovice
Vrchovnice, okr. Hradec Králové	hradec-kralove/vrchovnice
Obědovice, okr. Hradec Králové	hradec-kralove/obedovice
Ježov, okr. Pelhřimov	pelhrimov/jezov
Jiřice, okr. Pelhřimov	pelhrimov/jirice
Kaliště, okr. Pelhřimov	pelhrimov/kaliste
Kámen, okr. Pelhřimov	pelhrimov/kamen
Kamenice nad Lipou, okr. Pelhřimov	pelhrimov/kamenice-nad-lipou
Kejžlice, okr. Pelhřimov	pelhrimov/kejzlice
Koberovice, okr. Pelhřimov	pelhrimov/koberovice
Světí, okr. Hradec Králové	hradec-kralove/sveti
Komorovice, okr. Pelhřimov	pelhrimov/komorovice
Košetice, okr. Pelhřimov	pelhrimov/kosetice
Kouty, okr. Havlíčkův Brod	havlickuv-brod/kouty
Nejepín, okr. Havlíčkův Brod	havlickuv-brod/nejepin
Křeč, okr. Pelhřimov	pelhrimov/krec
Křelovice, okr. Pelhřimov	pelhrimov/krelovice
Křešín, okr. Pelhřimov	pelhrimov/kresin
Leskovice, okr. Pelhřimov	pelhrimov/leskovice
Horní Paseka, okr. Havlíčkův Brod	havlickuv-brod/horni-paseka
Podmoky, okr. Havlíčkův Brod	havlickuv-brod/podmoky
Bartoušov, okr. Havlíčkův Brod	havlickuv-brod/bartousov
Břevnice, okr. Havlíčkův Brod	havlickuv-brod/brevnice
Knyk, okr. Havlíčkův Brod	havlickuv-brod/knyk
Kyjov, okr. Havlíčkův Brod	havlickuv-brod/kyjov
Michalovice, okr. Havlíčkův Brod	havlickuv-brod/michalovice
Skorkov, okr. Havlíčkův Brod	havlickuv-brod/skorkov
Lukavec, okr. Pelhřimov	pelhrimov/lukavec
Slavníč, okr. Havlíčkův Brod	havlickuv-brod/slavnic
Ostrov, okr. Havlíčkův Brod	havlickuv-brod/ostrov
Mezilesí, okr. Pelhřimov	pelhrimov/mezilesi
Čečkovice, okr. Havlíčkův Brod	havlickuv-brod/ceckovice
Mladé Bříště, okr. Pelhřimov	pelhrimov/mlade-briste
Mnich, okr. Pelhřimov	pelhrimov/mnich
Moraveč, okr. Pelhřimov	pelhrimov/moravec
Jilem, okr. Havlíčkův Brod	havlickuv-brod/jilem
Sedletín, okr. Havlíčkův Brod	havlickuv-brod/sedletin
Bezděkov, okr. Havlíčkův Brod	havlickuv-brod/bezdekov
Dolní Sokolovec, okr. Havlíčkův Brod	havlickuv-brod/dolni-sokolovec
Nová Cerekev, okr. Pelhřimov	pelhrimov/nova-cerekev
Nový Rychnov, okr. Pelhřimov	pelhrimov/novy-rychnov
Obrataň, okr. Pelhřimov	pelhrimov/obratan
Lány, okr. Havlíčkův Brod	havlickuv-brod/lany
Sloupno, okr. Havlíčkův Brod	havlickuv-brod/sloupno
Onšov, okr. Pelhřimov	pelhrimov/onsov
Pacov, okr. Pelhřimov	pelhrimov/pacov
Kochánov, okr. Havlíčkův Brod	havlickuv-brod/kochanov
Úhořilka, okr. Havlíčkův Brod	havlickuv-brod/uhorilka
Píšť, okr. Pelhřimov	pelhrimov/pist
Slavětín, okr. Havlíčkův Brod	havlickuv-brod/slavetin
Počátky, okr. Pelhřimov	pelhrimov/pocatky
Kunemil, okr. Havlíčkův Brod	havlickuv-brod/kunemil
Okrouhlička, okr. Havlíčkův Brod	havlickuv-brod/okrouhlicka
Heřmanice, okr. Havlíčkův Brod	havlickuv-brod/hermanice
Pošná, okr. Pelhřimov	pelhrimov/posna
Kraborovice, okr. Havlíčkův Brod	havlickuv-brod/kraborovice
Zvěstovice, okr. Havlíčkův Brod	havlickuv-brod/zvestovice
Podmoklany, okr. Havlíčkův Brod	havlickuv-brod/podmoklany
Hřibiny-Ledská, okr. Rychnov nad Kněžnou	rychnov-nad-kneznou/hribiny-ledska
Libel, okr. Rychnov nad Kněžnou	rychnov-nad-kneznou/libel
Rohenice, okr. Rychnov nad Kněžnou	rychnov-nad-kneznou/rohenice
Vysoký Újezd, okr. Hradec Králové	hradec-kralove/vysoky-ujezd
Krchleby, okr. Rychnov nad Kněžnou	rychnov-nad-kneznou/krchleby
Svídnice, okr. Rychnov nad Kněžnou	rychnov-nad-kneznou/svidnice
Vrbice, okr. Rychnov nad Kněžnou	rychnov-nad-kneznou/vrbice
Řečice, okr. Pelhřimov	pelhrimov/recice
Polom, okr. Rychnov nad Kněžnou	rychnov-nad-kneznou/polom
Salačova Lhota, okr. Pelhřimov	pelhrimov/salacova-lhota
Samšín, okr. Pelhřimov	pelhrimov/samsin
Proruby, okr. Rychnov nad Kněžnou	rychnov-nad-kneznou/proruby
Sedlice, okr. Pelhřimov	pelhrimov/sedlice
Senožaty, okr. Pelhřimov	pelhrimov/senozaty
Jahodov, okr. Rychnov nad Kněžnou	rychnov-nad-kneznou/jahodov
Chlístov, okr. Rychnov nad Kněžnou	rychnov-nad-kneznou/chlistov
Lampertice, okr. Trutnov	trutnov/lampertice
Stanovice, okr. Trutnov	trutnov/stanovice
Borovnička, okr. Trutnov	trutnov/borovnicka
Zábřezí-Řečice, okr. Trutnov	trutnov/zabrezi-recice
Zdobín, okr. Trutnov	trutnov/zdobin
Bříšťany, okr. Jičín	jicin/bristany
Milovice u Hořic, okr. Jičín	jicin/milovice-u-horic
Petrovičky, okr. Jičín	jicin/petrovicky
Sukorady, okr. Jičín	jicin/sukorady
Rokytňany, okr. Jičín	jicin/rokytnany
Bílsko u Hořic, okr. Jičín	jicin/bilsko-u-horic
Ohaveč, okr. Jičín	jicin/ohavec
Kostelec, okr. Jičín	jicin/kostelec
Těmice, okr. Pelhřimov	pelhrimov/temice
Kovač, okr. Jičín	jicin/kovac
Budčeves, okr. Jičín	jicin/budceves
Sedliště, okr. Jičín	jicin/sedliste
Borek, okr. Jičín	jicin/borek
Útěchovice, okr. Pelhřimov	pelhrimov/utechovice
Červená Třemešná, okr. Jičín	jicin/cervena-tremesna
Včelnička, okr. Pelhřimov	pelhrimov/vcelnicka
Velká Chyška, okr. Pelhřimov	pelhrimov/velka-chyska
Vřesník, okr. Jičín	jicin/vresnik
Choteč, okr. Jičín	jicin/chotec
Velký Rybník, okr. Pelhřimov	pelhrimov/velky-rybnik
Veselá, okr. Pelhřimov	pelhrimov/vesela
Věžná, okr. Pelhřimov	pelhrimov/vezna
Březina, okr. Jičín	jicin/brezina
Dolní Lochov, okr. Jičín	jicin/dolni-lochov
Staré Místo, okr. Jičín	jicin/stare-misto
Brada-Rybníček, okr. Jičín	jicin/brada-rybnicek
Dílce, okr. Jičín	jicin/dilce
Vojslavice, okr. Pelhřimov	pelhrimov/vojslavice
Vyklantice, okr. Pelhřimov	pelhrimov/vyklantice
Vyskytná, okr. Pelhřimov	pelhrimov/vyskytna
Jinolice, okr. Jičín	jicin/jinolice
Kbelnice, okr. Jičín	jicin/kbelnice
Zachotín, okr. Pelhřimov	pelhrimov/zachotin
Ohařice, okr. Jičín	jicin/oharice
Zámostí-Blata, okr. Jičín	jicin/zamosti-blata
Nevratice, okr. Jičín	jicin/nevratice
Želiv, okr. Pelhřimov	pelhrimov/zeliv
Chyjice, okr. Jičín	jicin/chyjice
Žirovnice, okr. Pelhřimov	pelhrimov/zirovnice
Písek, okr. Písek	pisek/pisek
Albrechtice nad Vltavou, okr. Písek	pisek/albrechtice-nad-vltavou
Bernartice, okr. Písek	pisek/bernartice
Rašín, okr. Jičín	jicin/rasin
Butoves, okr. Jičín	jicin/butoves
Božetice, okr. Písek	pisek/bozetice
Branice, okr. Písek	pisek/branice
Kacákova Lhota, okr. Jičín	jicin/kacakova-lhota
Cerhonice, okr. Písek	pisek/cerhonice
Čimelice, okr. Písek	pisek/cimelice
Čížová, okr. Písek	pisek/cizova
Cholenice, okr. Jičín	jicin/cholenice
Dobev, okr. Písek	pisek/dobev
Dražíč, okr. České Budějovice	ceske-budejovice/drazic
Drhovle, okr. Písek	pisek/drhovle
Heřmaň, okr. Písek	pisek/herman
Pozlovice, okr. Zlín	zlin/pozlovice
Hrazany, okr. Písek	pisek/hrazany
Hrejkovice, okr. Písek	pisek/hrejkovice
Komárov, okr. Zlín	zlin/komarov
Oldřichovice, okr. Zlín	zlin/oldrichovice
Chyšky, okr. Písek	pisek/chysky
Pohořelice, okr. Zlín	zlin/pohorelice
Jetětice, okr. Písek	pisek/jetetice
Kestřany, okr. Písek	pisek/kestrany
Kluky, okr. Písek	pisek/kluky
Kostelec nad Vltavou, okr. Písek	pisek/kostelec-nad-vltavou
Kovářov, okr. Písek	pisek/kovarov
Králova Lhota, okr. Písek	pisek/kralova-lhota
Poteč, okr. Zlín	zlin/potec
Kučeř, okr. Písek	pisek/kucer
Lhotsko, okr. Zlín	zlin/lhotsko
Lety, okr. Písek	pisek/lety
Milevsko, okr. Písek	pisek/milevsko
Mirotice, okr. Písek	pisek/mirotice
Mirovice, okr. Písek	pisek/mirovice
Mišovice, okr. Písek	pisek/misovice
Myslín, okr. Písek	pisek/myslin
Lípa, okr. Zlín	zlin/lipa
